Package,Pre-Processing Technique,Threshold,Cluster,Cluster Size,Features (Genes),Fbeta,layer,num_layers,activation,kernel_regularizer,optimizer,loss
scikit-learn,Coefficient of Variation,2.5,Inh L2-5 VIP SERPINF1,55,3049,0.930233,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Exc L4-6 RORB C1R,160,3049,0.865385,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Inh L1-3 VIP CCDC184,64,3049,0.810811,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Inh L1-2 VIP PCDH20,61,3049,0.673077,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Exc L4-5 FEZF2 SCN4B,25,3049,1,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Inh L5-6 GAD1 GLP1R,27,3049,0.909091,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Inh L4-6 PVALB SULF1,167,3049,0.823529,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Exc L4-5 RORB FOLH1B,870,3049,0.95977,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Inh L1-2 GAD1 MC4R,107,3049,0.897436,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Inh L1 SST CHRNA4,52,3049,0.957447,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Inh L2-4 PVALB WFDC2,387,3049,0.944584,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Oligo L1-6 OPALIN,313,3049,0.984127,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Inh L1-3 VIP ADAMTSL1,72,3049,0.792683,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Inh L1-3 SST CALB1,279,3049,0.964286,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 THEMIS DCSTAMP,53,3049,0.925926,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Astro L1-2 FGFR3 GFAP,61,3049,0.909091,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Astro L1-6 FGFR3 SLC14A1,230,3049,0.92,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Exc L3-5 RORB COL22A1,160,3049,0.972222,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Inh L3-6 SST NPY,15,3049,1,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Inh L3-6 SST HPGD,60,3049,0.909091,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Exc L6 FEZF2 OR2T8,19,3049,0.75,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Inh L1-2 PAX6 CDH12,90,3049,0.918367,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 RORB TTC12,167,3049,0.816832,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 SLC17A7 IL15,56,3049,0.847458,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Exc L3-4 RORB CARM1P1,280,3049,0.890152,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 FEZF2 ABO,373,3049,1,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Micro L1-3 TYROBP,63,3049,0.983607,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Inh L1-2 VIP LBH,47,3049,0.731707,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Inh L1-2 SST BAGE2,108,3049,0.927835,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Inh L5-6 SST KLHDC8A,63,3049,0.901639,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Inh L3-6 VIP HS3ST3A1,80,3049,0.721154,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Inh L1-3 PAX6 SYT6,29,3049,0.961538,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Inh L5-6 SST MIR548F2,80,3049,0.916667,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Exc L4-6 RORB SEMA3E,777,3049,0.956354,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Inh L1-4 VIP OPRM1,52,3049,0.512821,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,OPC L1-6 PDGFRA,238,3049,0.983607,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Inh L2-5 VIP TYR,62,3049,0.964912,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 THEMIS C1QL3,1537,3049,0.990814,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-4 LAMP5 LCP2,356,1427,0.97493,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L2-3 LINC00507 FREM3,2284,1427,0.945601,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L2 LAMP5 LTK,812,1427,0.909091,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L5-6 PVALB LGR5,52,1427,0.932203,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-4 SST FRZB,64,1427,0.943396,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-3 VIP CASC6,45,1427,0.909091,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L3-5 RORB TWIST2,93,1427,0.842105,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-4 VIP CBLN1,67,1427,0.964912,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-4 VIP CHRNA6,25,1427,1,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L2-4 LINC00507 GLP2R,170,1427,0.758427,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 THEMIS CRABP1,147,1427,0.957447,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L4-6 FEZF2 IL26,344,1427,1,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-5 PVALB SCUBE3,32,1427,0.909091,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L4-6 SST B3GAT2,182,1427,0.891892,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 VIP TSPAN12,42,1427,0.909091,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-4 VIP SPAG17,33,1427,0.638298,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 THEMIS FGF10,78,1427,0.84507,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L5-6 SST TH,27,1427,1,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L4-5 PVALB MEPE,64,1427,0.923077,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-6 LAMP5 CA1,256,1427,0.984556,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L4-5 RORB DAPK2,173,1427,0.873494,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L4-5 SST STK32A,93,1427,0.961538,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-6 VIP QPCT,37,1427,0.897436,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L3-5 SST ADGRG6,132,1427,0.856164,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L3-5 RORB FILIP1L,153,1427,0.820896,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L5-6 SST NPM1P10,79,1427,0.955882,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L3-5 RORB ESR1,1428,1427,0.997877,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L4-6 SST GXYLT2,41,1427,0.909091,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-3 VIP GGH,68,1427,0.878378,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1 SST NMBR,283,1427,0.968858,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 FEZF2 EFTUD1P1,314,1427,0.968254,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 LAMP5 DBP,21,1427,0.9375,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L6 FEZF2 SCUBE1,52,1427,0.909091,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-4 VIP PENK,17,1427,0.833333,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-3 VIP CHRM2,175,1427,0.893855,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Endo L2-6 NOSTRIN,9,1427,1,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 PAX6 TNFAIP8L3,16,1427,1,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-5 VIP SERPINF1,55,1427,0.980392,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L4-6 RORB C1R,160,1427,0.863095,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-3 VIP CCDC184,64,1427,0.797101,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 VIP PCDH20,61,1427,0.865385,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L4-5 FEZF2 SCN4B,25,1427,0.862069,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L5-6 GAD1 GLP1R,27,1427,1,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L4-6 PVALB SULF1,167,1427,0.786517,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L4-5 RORB FOLH1B,870,1427,0.935412,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 GAD1 MC4R,107,1427,0.917431,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1 SST CHRNA4,52,1427,0.818182,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-4 PVALB WFDC2,387,1427,0.916031,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Oligo L1-6 OPALIN,313,1427,0.996785,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-3 VIP ADAMTSL1,72,1427,0.897436,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-3 SST CALB1,279,1427,0.9375,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 THEMIS DCSTAMP,53,1427,0.978261,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Astro L1-2 FGFR3 GFAP,61,1427,0.909091,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Astro L1-6 FGFR3 SLC14A1,230,1427,0.92,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L3-5 RORB COL22A1,160,1427,0.869565,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L3-6 SST NPY,15,1427,1,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L3-6 SST HPGD,60,1427,0.916667,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L6 FEZF2 OR2T8,19,1427,0.9375,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 PAX6 CDH12,90,1427,1,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 RORB TTC12,167,1427,0.862069,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 SLC17A7 IL15,56,1427,0.762712,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L3-4 RORB CARM1P1,280,1427,0.961538,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 FEZF2 ABO,373,1427,1,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Micro L1-3 TYROBP,63,1427,0.942029,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 VIP LBH,47,1427,0.810811,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 SST BAGE2,108,1427,0.955056,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L5-6 SST KLHDC8A,63,1427,0.964912,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L3-6 VIP HS3ST3A1,80,1427,0.909091,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-3 PAX6 SYT6,29,1427,0.961538,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L5-6 SST MIR548F2,80,1427,0.789474,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L4-6 RORB SEMA3E,777,1427,0.943644,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-4 VIP OPRM1,52,1427,0.882353,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,OPC L1-6 PDGFRA,238,1427,0.983607,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-5 VIP TYR,62,1427,0.890411,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 THEMIS C1QL3,1537,1427,0.981675,100 100 100,3,elu,0.cs,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-4 LAMP5 LCP2,356,1427,0.929919,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L2-3 LINC00507 FREM3,2284,1427,0.924262,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L2 LAMP5 LTK,812,1427,0.911528,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L5-6 PVALB LGR5,52,1427,0.857143,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-4 SST FRZB,64,1427,0.655738,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-3 VIP CASC6,45,1427,0.714286,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L3-5 RORB TWIST2,93,1427,0.185185,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-4 VIP CBLN1,67,1427,0.2,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-4 VIP CHRNA6,25,1427,0,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L2-4 LINC00507 GLP2R,170,1427,0.651261,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 THEMIS CRABP1,147,1427,0.644444,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L4-6 FEZF2 IL26,344,1427,0.988539,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-5 PVALB SCUBE3,32,1427,0.714286,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L4-6 SST B3GAT2,182,1427,0.569231,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 VIP TSPAN12,42,1427,0.263158,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-4 VIP SPAG17,33,1427,0,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 THEMIS FGF10,78,1427,0,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L5-6 SST TH,27,1427,0,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L4-5 PVALB MEPE,64,1427,0,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-6 LAMP5 CA1,256,1427,0.965251,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L4-5 RORB DAPK2,173,1427,0.730337,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L4-5 SST STK32A,93,1427,0.588235,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-6 VIP QPCT,37,1427,0.454545,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L3-5 SST ADGRG6,132,1427,0.686275,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L3-5 RORB FILIP1L,153,1427,0.772727,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L5-6 SST NPM1P10,79,1427,0.514706,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L3-5 RORB ESR1,1428,1427,0.964019,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L4-6 SST GXYLT2,41,1427,0,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-3 VIP GGH,68,1427,0.479452,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1 SST NMBR,283,1427,0.784314,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 FEZF2 EFTUD1P1,314,1427,0.912052,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 LAMP5 DBP,21,1427,0,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L6 FEZF2 SCUBE1,52,1427,0.588235,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-4 VIP PENK,17,1427,0,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-3 VIP CHRM2,175,1427,0.663507,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Endo L2-6 NOSTRIN,9,1427,0,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 PAX6 TNFAIP8L3,16,1427,0,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-5 VIP SERPINF1,55,1427,0.641026,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L4-6 RORB C1R,160,1427,0.76087,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-3 VIP CCDC184,64,1427,0.306122,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 VIP PCDH20,61,1427,0,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L4-5 FEZF2 SCN4B,25,1427,0,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L5-6 GAD1 GLP1R,27,1427,0,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L4-6 PVALB SULF1,167,1427,0.503597,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L4-5 RORB FOLH1B,870,1427,0.902935,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 GAD1 MC4R,107,1427,0.786517,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1 SST CHRNA4,52,1427,0,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-4 PVALB WFDC2,387,1427,0.867971,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Oligo L1-6 OPALIN,313,1427,0.925373,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-3 VIP ADAMTSL1,72,1427,0.523256,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-3 SST CALB1,279,1427,0.775862,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 THEMIS DCSTAMP,53,1427,0.357143,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Astro L1-2 FGFR3 GFAP,61,1427,0.3125,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Astro L1-6 FGFR3 SLC14A1,230,1427,0.846457,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L3-5 RORB COL22A1,160,1427,0.833333,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L3-6 SST NPY,15,1427,0,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L3-6 SST HPGD,60,1427,0.5,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L6 FEZF2 OR2T8,19,1427,0,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 PAX6 CDH12,90,1427,0.765306,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 RORB TTC12,167,1427,0.813253,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 SLC17A7 IL15,56,1427,0.641026,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L3-4 RORB CARM1P1,280,1427,0.869565,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 FEZF2 ABO,373,1427,0.886525,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Micro L1-3 TYROBP,63,1427,0.983607,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 VIP LBH,47,1427,0.454545,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-2 SST BAGE2,108,1427,0.601504,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L5-6 SST KLHDC8A,63,1427,0,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L3-6 VIP HS3ST3A1,80,1427,0.654762,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-3 PAX6 SYT6,29,1427,0.5,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L5-6 SST MIR548F2,80,1427,0.15625,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L4-6 RORB SEMA3E,777,1427,0.913642,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-4 VIP OPRM1,52,1427,0,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,OPC L1-6 PDGFRA,238,1427,0.9375,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L2-5 VIP TYR,62,1427,0.488722,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L5-6 THEMIS C1QL3,1537,1427,0.966797,100 100 100,3,relu,1.00E-01,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Inh L1-4 LAMP5 LCP2,356,1427,0.961003,100 100 100,3,relu,1.00E-02,adam,SCCE
scikit-learn,Coefficient of Variation,3.5,Exc L2-3 LINC00507 FREM3,2284,1427,0.928305,100 100 100,3,relu,1.00E-02,adam,SCCE
