Package,Pre-Processing Technique,Cluster,Cluster Size,Threshold,Features (Genes),Feature Reduction Technique,Kernel,Regularization,Gamma,TN,FP,FN,TP,Precision,Recall,F1 Score,F Beta
scikit-learn,Coefficient of Variation,Exc L3-5 RORB ESR1,1428,0.52,11190,n/a,linear,0.3,scale,2833,3,2,283,0.98951,0.992982,0.991243,0.990203
scikit-learn,Coefficient of Variation,Inh L4-6 SST GXYLT2,41,0.52,11190,n/a,linear,0.3,scale,3113,0,4,4,1,0.5,0.666667,0.833333
scikit-learn,Coefficient of Variation,Inh L1-3 VIP GGH,68,0.52,11190,n/a,linear,0.3,scale,3107,0,9,5,1,0.357143,0.526316,0.735294
scikit-learn,Coefficient of Variation,Inh L1 SST NMBR,283,0.52,11190,n/a,linear,0.3,scale,3064,0,1,56,1,0.982456,0.99115,0.996441
scikit-learn,Coefficient of Variation,Exc L5-6 FEZF2 EFTUD1P1,314,0.52,11190,n/a,linear,0.3,scale,3058,0,3,60,1,0.952381,0.97561,0.990099
scikit-learn,Coefficient of Variation,Inh L1-2 LAMP5 DBP,21,0.52,11190,n/a,linear,0.3,scale,3117,0,4,0,1,0,0,0
scikit-learn,Coefficient of Variation,Exc L6 FEZF2 SCUBE1,52,0.52,11190,n/a,linear,0.3,scale,3109,1,1,10,0.909091,0.909091,0.909091,0.909091
scikit-learn,Coefficient of Variation,Inh L1-4 VIP PENK,17,0.52,11190,n/a,linear,0.3,scale,3117,0,3,1,1,0.25,0.4,0.625
scikit-learn,Coefficient of Variation,Inh L1-3 VIP CHRM2,175,0.52,11190,n/a,linear,0.3,scale,3084,2,5,30,0.9375,0.857143,0.895522,0.920245
scikit-learn,Coefficient of Variation,Endo L2-6 NOSTRIN,9,0.52,11190,n/a,linear,0.3,scale,3119,0,2,0,1,0,0,0
scikit-learn,Coefficient of Variation,Inh L1-2 PAX6 TNFAIP8L3,16,0.52,11190,n/a,linear,0.3,scale,3118,0,3,0,1,0,0,0
scikit-learn,Coefficient of Variation,Inh L2-5 VIP SERPINF1,55,0.52,11190,n/a,linear,0.3,scale,3110,0,7,4,1,0.363636,0.533333,0.740741
scikit-learn,Coefficient of Variation,Exc L4-6 RORB C1R,160,0.52,11190,n/a,linear,0.3,scale,3088,1,9,23,0.958333,0.71875,0.821429,0.898438
scikit-learn,Coefficient of Variation,Inh L1-3 VIP CCDC184,64,0.52,11190,n/a,linear,0.3,scale,3108,0,10,3,1,0.230769,0.375,0.6
scikit-learn,Coefficient of Variation,Inh L1-2 VIP PCDH20,61,0.52,11190,n/a,linear,0.3,scale,3109,0,5,7,1,0.583333,0.736842,0.875
scikit-learn,Coefficient of Variation,Exc L4-5 FEZF2 SCN4B,25,0.52,11190,n/a,linear,0.3,scale,3116,0,1,4,1,0.8,0.888889,0.952381
scikit-learn,Coefficient of Variation,Inh L5-6 GAD1 GLP1R,27,0.52,11190,n/a,linear,0.3,scale,3115,0,5,1,1,0.166667,0.285714,0.5
scikit-learn,Coefficient of Variation,Inh L4-6 PVALB SULF1,167,0.52,11190,n/a,linear,0.3,scale,3087,0,13,21,1,0.617647,0.763636,0.889831
scikit-learn,Coefficient of Variation,Exc L4-5 RORB FOLH1B,870,0.52,11190,n/a,linear,0.3,scale,2940,7,6,168,0.96,0.965517,0.962751,0.961098
scikit-learn,Coefficient of Variation,Inh L1-2 GAD1 MC4R,107,0.52,11190,n/a,linear,0.3,scale,3100,0,2,19,1,0.904762,0.95,0.979381
scikit-learn,Coefficient of Variation,Inh L1 SST CHRNA4,52,0.52,11190,n/a,linear,0.3,scale,3110,0,11,0,1,0,0,0
scikit-learn,Coefficient of Variation,Inh L2-4 PVALB WFDC2,387,0.52,11190,n/a,linear,0.3,scale,3042,2,5,72,0.972973,0.935065,0.953642,0.965147
scikit-learn,Coefficient of Variation,Oligo L1-6 OPALIN,313,0.52,11190,n/a,linear,0.3,scale,3057,1,1,62,0.984127,0.984127,0.984127,0.984127
scikit-learn,Coefficient of Variation,Inh L1-3 VIP ADAMTSL1,72,0.52,11190,n/a,linear,0.3,scale,3107,0,4,10,1,0.714286,0.833333,0.925926
scikit-learn,Coefficient of Variation,Inh L1-3 SST CALB1,279,0.52,11190,n/a,linear,0.3,scale,3065,0,6,50,1,0.892857,0.943396,0.976563
scikit-learn,Coefficient of Variation,Exc L5-6 THEMIS DCSTAMP,53,0.52,11190,n/a,linear,0.3,scale,3111,0,5,5,1,0.5,0.666667,0.833333
scikit-learn,Coefficient of Variation,Astro L1-2 FGFR3 GFAP,61,0.52,11190,n/a,linear,0.3,scale,3109,0,4,8,1,0.666667,0.8,0.909091
scikit-learn,Coefficient of Variation,Astro L1-6 FGFR3 SLC14A1,230,0.52,11190,n/a,linear,0.3,scale,3072,3,0,46,0.938776,1,0.968421,0.950413
scikit-learn,Coefficient of Variation,Exc L3-5 RORB COL22A1,160,0.52,11190,n/a,linear,0.3,scale,3086,3,2,30,0.909091,0.9375,0.923077,0.914634
scikit-learn,Coefficient of Variation,Inh L3-6 SST NPY,15,0.52,11190,n/a,linear,0.3,scale,3118,0,3,0,1,0,0,0
scikit-learn,Coefficient of Variation,Inh L3-6 SST HPGD,60,0.52,11190,n/a,linear,0.3,scale,3109,0,3,9,1,0.75,0.857143,0.9375
scikit-learn,Coefficient of Variation,Exc L6 FEZF2 OR2T8,19,0.52,11190,n/a,linear,0.3,scale,3117,0,4,0,1,0,0,0
scikit-learn,Coefficient of Variation,Inh L1-2 PAX6 CDH12,90,0.52,11190,n/a,linear,0.3,scale,3103,0,1,17,1,0.944444,0.971429,0.988372
scikit-learn,Coefficient of Variation,Exc L5-6 RORB TTC12,167,0.52,11190,n/a,linear,0.3,scale,3085,2,5,29,0.935484,0.852941,0.892308,0.917722
scikit-learn,Coefficient of Variation,Exc L5-6 SLC17A7 IL15,56,0.52,11190,n/a,linear,0.3,scale,3110,0,4,7,1,0.636364,0.777778,0.897436
scikit-learn,Coefficient of Variation,Exc L3-4 RORB CARM1P1,280,0.52,11190,n/a,linear,0.3,scale,3064,1,12,44,0.977778,0.785714,0.871287,0.932203
scikit-learn,Coefficient of Variation,Exc L5-6 FEZF2 ABO,373,0.52,11190,n/a,linear,0.3,scale,3046,0,0,75,1,1,1,1
scikit-learn,Coefficient of Variation,Micro L1-3 TYROBP,63,0.52,11190,n/a,linear,0.3,scale,3108,0,0,13,1,1,1,1
scikit-learn,Coefficient of Variation,Inh L1-2 VIP LBH,47,0.52,11190,n/a,linear,0.3,scale,3112,0,7,2,1,0.222222,0.363636,0.588235
scikit-learn,Coefficient of Variation,Inh L1-2 SST BAGE2,108,0.52,11190,n/a,linear,0.3,scale,3100,0,6,15,1,0.714286,0.833333,0.925926
scikit-learn,Coefficient of Variation,Inh L5-6 SST KLHDC8A,63,0.52,11190,n/a,linear,0.3,scale,3108,0,6,7,1,0.538462,0.7,0.853659
scikit-learn,Coefficient of Variation,Inh L3-6 VIP HS3ST3A1,80,0.52,11190,n/a,linear,0.3,scale,3105,0,5,11,1,0.6875,0.814815,0.916667
scikit-learn,Coefficient of Variation,Inh L1-3 PAX6 SYT6,29,0.52,11190,n/a,linear,0.3,scale,3115,0,4,2,1,0.333333,0.5,0.714286
scikit-learn,Coefficient of Variation,Inh L5-6 SST MIR548F2,80,0.52,11190,n/a,linear,0.3,scale,3105,0,5,11,1,0.6875,0.814815,0.916667
scikit-learn,Coefficient of Variation,Exc L4-6 RORB SEMA3E,777,0.52,11190,n/a,linear,0.3,scale,2959,7,10,145,0.953947,0.935484,0.944625,0.950197
scikit-learn,Coefficient of Variation,Inh L1-4 VIP OPRM1,52,0.52,11190,n/a,linear,0.3,scale,3111,0,9,1,1,0.1,0.181818,0.357143
scikit-learn,Coefficient of Variation,OPC L1-6 PDGFRA,238,0.52,11190,n/a,linear,0.3,scale,3072,1,0,48,0.979592,1,0.989691,0.983607
scikit-learn,Coefficient of Variation,Inh L2-5 VIP TYR,62,0.52,11190,n/a,linear,0.3,scale,3108,0,5,8,1,0.615385,0.761905,0.888889
scikit-learn,Coefficient of Variation,Exc L5-6 THEMIS C1QL3,1537,0.52,11190,n/a,linear,0.3,scale,2808,5,11,297,0.983444,0.964286,0.97377,0.979551
scikit-learn,Coefficient of Variation,Inh L1-4 LAMP5 LCP2,356,0.52,11190,n/a,poly-3,1,scale,3049,1,6,65,0.984848,0.915493,0.948905,0.970149
scikit-learn,Coefficient of Variation,Exc L2-3 LINC00507 FREM3,2284,0.52,11190,n/a,poly-3,1,scale,2644,20,34,423,0.954853,0.925602,0.94,0.948856
scikit-learn,Coefficient of Variation,Exc L2 LAMP5 LTK,812,0.52,11190,n/a,poly-3,1,scale,2945,14,7,155,0.91716,0.95679,0.936556,0.924821
scikit-learn,Coefficient of Variation,Inh L5-6 PVALB LGR5,52,0.52,11190,n/a,poly-3,1,scale,3110,0,9,2,1,0.181818,0.307692,0.526316
scikit-learn,Coefficient of Variation,Inh L2-4 SST FRZB,64,0.52,11190,n/a,poly-3,1,scale,3108,0,13,0,1,0,0,0
scikit-learn,Coefficient of Variation,Inh L2-3 VIP CASC6,45,0.52,11190,n/a,poly-3,1,scale,3112,0,9,0,1,0,0,0
scikit-learn,Coefficient of Variation,Exc L3-5 RORB TWIST2,93,0.52,11190,n/a,poly-3,1,scale,3102,0,19,0,1,0,0,0
scikit-learn,Coefficient of Variation,Inh L2-4 VIP CBLN1,67,0.52,11190,n/a,poly-3,1,scale,3108,0,13,0,1,0,0,0
scikit-learn,Coefficient of Variation,Inh L1-4 VIP CHRNA6,25,0.52,11190,n/a,poly-3,1,scale,3116,0,5,0,1,0,0,0
scikit-learn,Coefficient of Variation,Exc L2-4 LINC00507 GLP2R,170,0.52,11190,n/a,poly-3,1,scale,3087,0,27,7,1,0.205882,0.341463,0.564516
scikit-learn,Coefficient of Variation,Exc L5-6 THEMIS CRABP1,147,0.52,11190,n/a,poly-3,1,scale,3091,1,5,24,0.96,0.827586,0.888889,0.930233
scikit-learn,Coefficient of Variation,Exc L4-6 FEZF2 IL26,344,0.52,11190,n/a,poly-3,1,scale,3052,0,1,68,1,0.985507,0.992701,0.997067
scikit-learn,Coefficient of Variation,Inh L2-5 PVALB SCUBE3,32,0.52,11190,n/a,poly-3,1,scale,3115,0,3,3,1,0.5,0.666667,0.833333
scikit-learn,Coefficient of Variation,Inh L4-6 SST B3GAT2,182,0.52,11190,n/a,poly-3,1,scale,3084,0,16,21,1,0.567568,0.724138,0.867769
scikit-learn,Coefficient of Variation,Inh L1-2 VIP TSPAN12,42,0.52,11190,n/a,poly-3,1,scale,3113,0,8,0,1,0,0,0
scikit-learn,Coefficient of Variation,Inh L2-4 VIP SPAG17,33,0.52,11190,n/a,poly-3,1,scale,3114,0,7,0,1,0,0,0
scikit-learn,Coefficient of Variation,Exc L5-6 THEMIS FGF10,78,0.52,11190,n/a,poly-3,1,scale,3106,0,14,1,1,0.066667,0.125,0.263158
scikit-learn,Coefficient of Variation,Inh L5-6 SST TH,27,0.52,11190,n/a,poly-3,1,scale,3116,0,5,0,1,0,0,0
scikit-learn,Coefficient of Variation,Inh L4-5 PVALB MEPE,64,0.52,11190,n/a,poly-3,1,scale,3108,0,9,4,1,0.307692,0.470588,0.689655
scikit-learn,Coefficient of Variation,Inh L2-6 LAMP5 CA1,256,0.52,11190,n/a,poly-3,1,scale,3070,0,0,51,1,1,1,1
scikit-learn,Coefficient of Variation,Exc L4-5 RORB DAPK2,173,0.52,11190,n/a,poly-3,1,scale,3085,2,10,24,0.923077,0.705882,0.8,0.869565
scikit-learn,Coefficient of Variation,Inh L4-5 SST STK32A,93,0.52,11190,n/a,poly-3,1,scale,3103,0,9,9,1,0.5,0.666667,0.833333
scikit-learn,Coefficient of Variation,Inh L2-6 VIP QPCT,37,0.52,11190,n/a,poly-3,1,scale,3114,0,6,1,1,0.142857,0.25,0.454545
scikit-learn,Coefficient of Variation,Inh L3-5 SST ADGRG6,132,0.52,11190,n/a,poly-3,1,scale,3095,0,15,11,1,0.423077,0.594595,0.785714
scikit-learn,Coefficient of Variation,Exc L3-5 RORB FILIP1L,153,0.52,11190,n/a,poly-3,1,scale,3091,0,25,5,1,0.166667,0.285714,0.5
scikit-learn,Coefficient of Variation,Inh L5-6 SST NPM1P10,79,0.52,11190,n/a,poly-3,1,scale,3105,0,11,5,1,0.3125,0.47619,0.694444
scikit-learn,Coefficient of Variation,Exc L3-5 RORB ESR1,1428,0.52,11190,n/a,poly-3,1,scale,2833,3,5,280,0.989399,0.982456,0.985915,0.988003
scikit-learn,Coefficient of Variation,Inh L4-6 SST GXYLT2,41,0.52,11190,n/a,poly-3,1,scale,3113,0,7,1,1,0.125,0.222222,0.416667
scikit-learn,Coefficient of Variation,Inh L1-3 VIP GGH,68,0.52,11190,n/a,poly-3,1,scale,3107,0,14,0,1,0,0,0
scikit-learn,Coefficient of Variation,Inh L1 SST NMBR,283,0.52,11190,n/a,poly-3,1,scale,3064,0,3,54,1,0.947368,0.972973,0.989011
scikit-learn,Coefficient of Variation,Exc L5-6 FEZF2 EFTUD1P1,314,0.52,11190,n/a,poly-3,1,scale,3058,0,5,58,1,0.920635,0.958678,0.983051
scikit-learn,Coefficient of Variation,Inh L1-2 LAMP5 DBP,21,0.52,11190,n/a,poly-3,1,scale,3117,0,4,0,1,0,0,0
scikit-learn,Coefficient of Variation,Exc L6 FEZF2 SCUBE1,52,0.52,11190,n/a,poly-3,1,scale,3110,0,5,6,1,0.545455,0.705882,0.857143
scikit-learn,Coefficient of Variation,Inh L1-4 VIP PENK,17,0.52,11190,n/a,poly-3,1,scale,3117,0,4,0,1,0,0,0
scikit-learn,Coefficient of Variation,Inh L1-3 VIP CHRM2,175,0.52,11190,n/a,poly-3,1,scale,3083,3,11,24,0.888889,0.685714,0.774194,0.839161
scikit-learn,Coefficient of Variation,Endo L2-6 NOSTRIN,9,0.52,11190,n/a,poly-3,1,scale,3119,0,2,0,1,0,0,0
scikit-learn,Coefficient of Variation,Inh L1-2 PAX6 TNFAIP8L3,16,0.52,11190,n/a,poly-3,1,scale,3118,0,3,0,1,0,0,0
scikit-learn,Coefficient of Variation,Inh L2-5 VIP SERPINF1,55,0.52,11190,n/a,poly-3,1,scale,3110,0,11,0,1,0,0,0
scikit-learn,Coefficient of Variation,Exc L4-6 RORB C1R,160,0.52,11190,n/a,poly-3,1,scale,3089,0,18,14,1,0.4375,0.608696,0.795455
scikit-learn,Coefficient of Variation,Inh L1-3 VIP CCDC184,64,0.52,11190,n/a,poly-3,1,scale,3108,0,13,0,1,0,0,0
scikit-learn,Coefficient of Variation,Inh L1-2 VIP PCDH20,61,0.52,11190,n/a,poly-3,1,scale,3109,0,9,3,1,0.25,0.4,0.625
scikit-learn,Coefficient of Variation,Exc L4-5 FEZF2 SCN4B,25,0.52,11190,n/a,poly-3,1,scale,3116,0,1,4,1,0.8,0.888889,0.952381
scikit-learn,Coefficient of Variation,Inh L5-6 GAD1 GLP1R,27,0.52,11190,n/a,poly-3,1,scale,3115,0,6,0,1,0,0,0
scikit-learn,Coefficient of Variation,Inh L4-6 PVALB SULF1,167,0.52,11190,n/a,poly-3,1,scale,3087,0,22,12,1,0.352941,0.521739,0.731707
scikit-learn,Coefficient of Variation,Exc L4-5 RORB FOLH1B,870,0.52,11190,n/a,poly-3,1,scale,2941,6,9,165,0.964912,0.948276,0.956522,0.961538
scikit-learn,Coefficient of Variation,Inh L1-2 GAD1 MC4R,107,0.52,11190,n/a,poly-3,1,scale,3100,0,12,9,1,0.428571,0.6,0.789474
scikit-learn,Coefficient of Variation,Inh L1 SST CHRNA4,52,0.52,11190,n/a,poly-3,1,scale,3110,0,11,0,1,0,0,0
scikit-learn,Coefficient of Variation,Inh L2-4 PVALB WFDC2,387,0.52,11190,n/a,poly-3,1,scale,3042,2,11,66,0.970588,0.857143,0.910345,0.945559
scikit-learn,Coefficient of Variation,Oligo L1-6 OPALIN,313,0.52,11190,n/a,poly-3,1,scale,3057,1,1,62,0.984127,0.984127,0.984127,0.984127
scikit-learn,Coefficient of Variation,Inh L1-3 VIP ADAMTSL1,72,0.52,11190,n/a,poly-3,1,scale,3107,0,8,6,1,0.428571,0.6,0.789474
scikit-learn,Coefficient of Variation,Inh L1-3 SST CALB1,279,0.52,11190,n/a,poly-3,1,scale,3063,2,9,47,0.959184,0.839286,0.895238,0.93254
scikit-learn,Coefficient of Variation,Exc L5-6 THEMIS DCSTAMP,53,0.52,11190,n/a,poly-3,1,scale,3111,0,7,3,1,0.3,0.461538,0.681818
scikit-learn,Coefficient of Variation,Astro L1-2 FGFR3 GFAP,61,0.52,11190,n/a,poly-3,1,scale,3109,0,12,0,1,0,0,0
scikit-learn,Coefficient of Variation,Astro L1-6 FGFR3 SLC14A1,230,0.52,11190,n/a,poly-3,1,scale,3073,2,0,46,0.958333,1,0.978723,0.966387
scikit-learn,Coefficient of Variation,Exc L3-5 RORB COL22A1,160,0.52,11190,n/a,poly-3,1,scale,3086,3,5,27,0.9,0.84375,0.870968,0.888158
scikit-learn,Coefficient of Variation,Inh L3-6 SST NPY,15,0.52,11190,n/a,poly-3,1,scale,3118,0,3,0,1,0,0,0
scikit-learn,Coefficient of Variation,Inh L3-6 SST HPGD,60,0.52,11190,n/a,poly-3,1,scale,3109,0,9,3,1,0.25,0.4,0.625
scikit-learn,Coefficient of Variation,Exc L6 FEZF2 OR2T8,19,0.52,11190,n/a,poly-3,1,scale,3117,0,4,0,1,0,0,0
scikit-learn,Coefficient of Variation,Inh L1-2 PAX6 CDH12,90,0.52,11190,n/a,poly-3,1,scale,3103,0,1,17,1,0.944444,0.971429,0.988372
scikit-learn,Coefficient of Variation,Exc L5-6 RORB TTC12,167,0.52,11190,n/a,poly-3,1,scale,3087,0,10,24,1,0.705882,0.827586,0.923077
scikit-learn,Coefficient of Variation,Exc L5-6 SLC17A7 IL15,56,0.52,11190,n/a,poly-3,1,scale,3110,0,8,3,1,0.272727,0.428571,0.652174
scikit-learn,Coefficient of Variation,Exc L3-4 RORB CARM1P1,280,0.52,11190,n/a,poly-3,1,scale,3064,1,14,42,0.976744,0.75,0.848485,0.921053
scikit-learn,Coefficient of Variation,Exc L5-6 FEZF2 ABO,373,0.52,11190,n/a,poly-3,1,scale,3046,0,3,72,1,0.96,0.979592,0.991736
scikit-learn,Coefficient of Variation,Micro L1-3 TYROBP,63,0.52,11190,n/a,poly-3,1,scale,3108,0,5,8,1,0.615385,0.761905,0.888889
scikit-learn,Coefficient of Variation,Inh L1-2 VIP LBH,47,0.52,11190,n/a,poly-3,1,scale,3112,0,9,0,1,0,0,0
scikit-learn,Coefficient of Variation,Inh L1-2 SST BAGE2,108,0.52,11190,n/a,poly-3,1,scale,3100,0,14,7,1,0.333333,0.5,0.714286
scikit-learn,Coefficient of Variation,Inh L5-6 SST KLHDC8A,63,0.52,11190,n/a,poly-3,1,scale,3108,0,11,2,1,0.153846,0.266667,0.47619
scikit-learn,Coefficient of Variation,Inh L3-6 VIP HS3ST3A1,80,0.52,11190,n/a,poly-3,1,scale,3105,0,13,3,1,0.1875,0.315789,0.535714
scikit-learn,Coefficient of Variation,Inh L1-3 PAX6 SYT6,29,0.52,11190,n/a,poly-3,1,scale,3115,0,5,1,1,0.166667,0.285714,0.5
scikit-learn,Coefficient of Variation,Inh L5-6 SST MIR548F2,80,0.52,11190,n/a,poly-3,1,scale,3105,0,9,7,1,0.4375,0.608696,0.795455
scikit-learn,Coefficient of Variation,Exc L4-6 RORB SEMA3E,777,0.52,11190,n/a,poly-3,1,scale,2960,6,11,144,0.96,0.929032,0.944262,0.953642
scikit-learn,Coefficient of Variation,Inh L1-4 VIP OPRM1,52,0.52,11190,n/a,poly-3,1,scale,3111,0,10,0,1,0,0,0
scikit-learn,Coefficient of Variation,OPC L1-6 PDGFRA,238,0.52,11190,n/a,poly-3,1,scale,3072,1,0,48,0.979592,1,0.989691,0.983607
scikit-learn,Coefficient of Variation,Inh L2-5 VIP TYR,62,0.52,11190,n/a,poly-3,1,scale,3108,0,13,0,1,0,0,0
scikit-learn,Coefficient of Variation,Exc L5-6 THEMIS C1QL3,1537,0.52,11190,n/a,poly-3,1,scale,2807,6,15,293,0.979933,0.951299,0.965404,0.974069
scikit-learn,Coefficient of Variation,Inh L1-4 LAMP5 LCP2,356,0.52,3000,SVD,linear,1,scale,3049,1,1,70,0.985915,0.985915,0.985915,0.985915
scikit-learn,Coefficient of Variation,Exc L2-3 LINC00507 FREM3,2284,0.52,3000,SVD,linear,1,scale,2632,32,31,426,0.930131,0.932166,0.931148,0.930537
scikit-learn,Coefficient of Variation,Exc L2 LAMP5 LTK,812,0.52,3000,SVD,linear,1,scale,2945,14,11,151,0.915152,0.932099,0.923547,0.918491
scikit-learn,Coefficient of Variation,Inh L5-6 PVALB LGR5,52,0.52,3000,SVD,linear,1,scale,3110,0,2,9,1,0.818182,0.9,0.957447
scikit-learn,Coefficient of Variation,Inh L2-4 SST FRZB,64,0.52,3000,SVD,linear,1,scale,3108,0,11,2,1,0.153846,0.266667,0.47619
scikit-learn,Coefficient of Variation,Inh L2-3 VIP CASC6,45,0.52,3000,SVD,linear,1,scale,3112,0,9,0,1,0,0,0
scikit-learn,Coefficient of Variation,Exc L3-5 RORB TWIST2,93,0.52,3000,SVD,linear,1,scale,3102,0,19,0,1,0,0,0
scikit-learn,Coefficient of Variation,Inh L2-4 VIP CBLN1,67,0.52,3000,SVD,linear,1,scale,3108,0,7,6,1,0.461538,0.631579,0.810811
scikit-learn,Coefficient of Variation,Inh L1-4 VIP CHRNA6,25,0.52,3000,SVD,linear,1,scale,3116,0,5,0,1,0,0,0
scikit-learn,Coefficient of Variation,Exc L2-4 LINC00507 GLP2R,170,0.52,3000,SVD,linear,1,scale,3086,1,17,17,0.944444,0.5,0.653846,0.801887
scikit-learn,Coefficient of Variation,Exc L5-6 THEMIS CRABP1,147,0.52,3000,SVD,linear,1,scale,3091,1,5,24,0.96,0.827586,0.888889,0.930233
scikit-learn,Coefficient of Variation,Exc L4-6 FEZF2 IL26,344,0.52,3000,SVD,linear,1,scale,3052,0,0,69,1,1,1,1
scikit-learn,Coefficient of Variation,Inh L2-5 PVALB SCUBE3,32,0.52,3000,SVD,linear,1,scale,3115,0,1,5,1,0.833333,0.909091,0.961538
scikit-learn,Coefficient of Variation,Inh L4-6 SST B3GAT2,182,0.52,3000,SVD,linear,1,scale,3084,0,9,28,1,0.756757,0.861538,0.939597
scikit-learn,Coefficient of Variation,Inh L1-2 VIP TSPAN12,42,0.52,3000,SVD,linear,1,scale,3113,0,8,0,1,0,0,0
scikit-learn,Coefficient of Variation,Inh L2-4 VIP SPAG17,33,0.52,3000,SVD,linear,1,scale,3114,0,7,0,1,0,0,0
scikit-learn,Coefficient of Variation,Exc L5-6 THEMIS FGF10,78,0.52,3000,SVD,linear,1,scale,3105,1,13,2,0.666667,0.133333,0.222222,0.37037
scikit-learn,Coefficient of Variation,Inh L5-6 SST TH,27,0.52,3000,SVD,linear,1,scale,3116,0,2,3,1,0.6,0.75,0.882353
scikit-learn,Coefficient of Variation,Inh L4-5 PVALB MEPE,64,0.52,3000,SVD,linear,1,scale,3108,0,8,5,1,0.384615,0.555556,0.757576
scikit-learn,Coefficient of Variation,Inh L2-6 LAMP5 CA1,256,0.52,3000,SVD,linear,1,scale,3070,0,0,51,1,1,1,1
scikit-learn,Coefficient of Variation,Exc L4-5 RORB DAPK2,173,0.52,3000,SVD,linear,1,scale,3086,1,7,27,0.964286,0.794118,0.870968,0.924658
scikit-learn,Coefficient of Variation,Inh L4-5 SST STK32A,93,0.52,3000,SVD,linear,1,scale,3103,0,5,13,1,0.722222,0.83871,0.928571
scikit-learn,Coefficient of Variation,Inh L2-6 VIP QPCT,37,0.52,3000,SVD,linear,1,scale,3114,0,6,1,1,0.142857,0.25,0.454545
scikit-learn,Coefficient of Variation,Inh L3-5 SST ADGRG6,132,0.52,3000,SVD,linear,1,scale,3095,0,4,22,1,0.846154,0.916667,0.964912
scikit-learn,Coefficient of Variation,Exc L3-5 RORB FILIP1L,153,0.52,3000,SVD,linear,1,scale,3090,1,18,12,0.923077,0.4,0.55814,0.731707
scikit-learn,Coefficient of Variation,Inh L5-6 SST NPM1P10,79,0.52,3000,SVD,linear,1,scale,3105,0,3,13,1,0.8125,0.896552,0.955882
scikit-learn,Coefficient of Variation,Exc L3-5 RORB ESR1,1428,0.52,3000,SVD,linear,1,scale,2833,3,2,283,0.98951,0.992982,0.991243,0.990203
scikit-learn,Coefficient of Variation,Inh L4-6 SST GXYLT2,41,0.52,3000,SVD,linear,1,scale,3113,0,5,3,1,0.375,0.545455,0.75
scikit-learn,Coefficient of Variation,Inh L1-3 VIP GGH,68,0.52,3000,SVD,linear,1,scale,3107,0,9,5,1,0.357143,0.526316,0.735294
scikit-learn,Coefficient of Variation,Inh L1 SST NMBR,283,0.52,3000,SVD,linear,1,scale,3063,1,0,57,0.982759,1,0.991304,0.986159
scikit-learn,Coefficient of Variation,Exc L5-6 FEZF2 EFTUD1P1,314,0.52,3000,SVD,linear,1,scale,3058,0,3,60,1,0.952381,0.97561,0.990099
scikit-learn,Coefficient of Variation,Inh L1-2 LAMP5 DBP,21,0.52,3000,SVD,linear,1,scale,3117,0,4,0,1,0,0,0
scikit-learn,Coefficient of Variation,Exc L6 FEZF2 SCUBE1,52,0.52,3000,SVD,linear,1,scale,3109,1,1,10,0.909091,0.909091,0.909091,0.909091
scikit-learn,Coefficient of Variation,Inh L1-4 VIP PENK,17,0.52,3000,SVD,linear,1,scale,3117,0,3,1,1,0.25,0.4,0.625
scikit-learn,Coefficient of Variation,Inh L1-3 VIP CHRM2,175,0.52,3000,SVD,linear,1,scale,3084,2,5,30,0.9375,0.857143,0.895522,0.920245
scikit-learn,Coefficient of Variation,Endo L2-6 NOSTRIN,9,0.52,3000,SVD,linear,1,scale,3119,0,2,0,1,0,0,0
scikit-learn,Coefficient of Variation,Inh L1-2 PAX6 TNFAIP8L3,16,0.52,3000,SVD,linear,1,scale,3118,0,3,0,1,0,0,0
scikit-learn,Coefficient of Variation,Inh L2-5 VIP SERPINF1,55,0.52,3000,SVD,linear,1,scale,3110,0,6,5,1,0.454545,0.625,0.806452
scikit-learn,Coefficient of Variation,Exc L4-6 RORB C1R,160,0.52,3000,SVD,linear,1,scale,3087,2,8,24,0.923077,0.75,0.827586,0.882353
scikit-learn,Coefficient of Variation,Inh L1-3 VIP CCDC184,64,0.52,3000,SVD,linear,1,scale,3108,0,10,3,1,0.230769,0.375,0.6
scikit-learn,Coefficient of Variation,Inh L1-2 VIP PCDH20,61,0.52,3000,SVD,linear,1,scale,3109,0,6,6,1,0.5,0.666667,0.833333
scikit-learn,Coefficient of Variation,Exc L4-5 FEZF2 SCN4B,25,0.52,3000,SVD,linear,1,scale,3116,0,1,4,1,0.8,0.888889,0.952381
scikit-learn,Coefficient of Variation,Inh L5-6 GAD1 GLP1R,27,0.52,3000,SVD,linear,1,scale,3115,0,5,1,1,0.166667,0.285714,0.5
scikit-learn,Coefficient of Variation,Inh L4-6 PVALB SULF1,167,0.52,3000,SVD,linear,1,scale,3087,0,13,21,1,0.617647,0.763636,0.889831
scikit-learn,Coefficient of Variation,Exc L4-5 RORB FOLH1B,870,0.52,3000,SVD,linear,1,scale,2938,9,7,167,0.948864,0.95977,0.954286,0.951025
scikit-learn,Coefficient of Variation,Inh L1-2 GAD1 MC4R,107,0.52,3000,SVD,linear,1,scale,3100,0,2,19,1,0.904762,0.95,0.979381
scikit-learn,Coefficient of Variation,Inh L1 SST CHRNA4,52,0.52,3000,SVD,linear,1,scale,3110,0,10,1,1,0.090909,0.166667,0.333333
