Package,Pre-Processing Technique,Threshold,Cluster,Cluster Size,Features (Genes),Fbeta,n_estimators
scikit-learn,Coefficient of Variation,0.52,Exc L3-5 RORB ESR1,1428,11190,0.98378,500
scikit-learn,Coefficient of Variation,0.52,Exc L6 FEZF2 SCUBE1,52,11190,0,500
scikit-learn,Coefficient of Variation,0.52,Exc L3-4 RORB CARM1P1,280,11190,0.719697,500
scikit-learn,Coefficient of Variation,0.52,OPC L1-6 PDGFRA,238,11190,0.995671,500
scikit-learn,Coefficient of Variation,0.52,Endo L2-6 NOSTRIN,9,11190,0,500
scikit-learn,Coefficient of Variation,0.52,Inh L3-6 VIP HS3ST3A1,80,11190,0,500
scikit-learn,Coefficient of Variation,0.52,Exc L4-6 RORB C1R,160,11190,0,500
scikit-learn,Coefficient of Variation,0.52,Exc L5-6 THEMIS FGF10,78,11190,0,500
scikit-learn,Coefficient of Variation,0.52,Inh L2-5 VIP SERPINF1,55,11190,0,500
scikit-learn,Coefficient of Variation,0.52,Exc L5-6 THEMIS CRABP1,147,11190,0.645161,500
scikit-learn,Coefficient of Variation,0.52,Inh L1-4 VIP OPRM1,52,11190,0,500
scikit-learn,Coefficient of Variation,0.52,Exc L4-6 RORB SEMA3E,777,11190,0.896739,500
scikit-learn,Coefficient of Variation,0.52,Exc L5-6 THEMIS C1QL3,1537,11190,0.978337,500
scikit-learn,Coefficient of Variation,0.52,Exc L4-5 RORB FOLH1B,870,11190,0.927978,500
scikit-learn,Coefficient of Variation,0.52,Inh L1-3 VIP ADAMTSL1,72,11190,0,500
scikit-learn,Coefficient of Variation,0.52,Inh L2-4 PVALB WFDC2,387,11190,0.804348,500
scikit-learn,Coefficient of Variation,0.52,Inh L1-2 VIP PCDH20,61,11190,0,500
scikit-learn,Coefficient of Variation,1.5,Exc L6 FEZF2 OR2T8,19,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 LAMP5 DBP,21,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L2-5 VIP SERPINF1,55,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L4-5 PVALB MEPE,64,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-4 VIP PENK,17,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 SST NPM1P10,79,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L4-6 SST B3GAT2,182,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 SST CALB1,279,11190,0.601852,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1 SST NMBR,283,11190,0.931818,1000
scikit-learn,Coefficient of Variation,1.5,Inh L4-6 PVALB SULF1,167,11190,0.135135,1000
scikit-learn,Coefficient of Variation,1.5,Astro L1-2 FGFR3 GFAP,61,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 VIP TSPAN12,42,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 SST TH,27,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 PAX6 SYT6,29,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Exc L2 LAMP5 LTK,812,11190,0.914928,1000
scikit-learn,Coefficient of Variation,1.5,Exc L2-4 LINC00507 GLP2R,170,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L2-3 VIP CASC6,45,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 VIP LBH,47,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Exc L3-5 RORB FILIP1L,153,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L3-6 SST NPY,15,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L2-6 LAMP5 CA1,256,11190,0.958904,1000
scikit-learn,Coefficient of Variation,1.5,Oligo L1-6 OPALIN,313,11190,0.996732,1000
scikit-learn,Coefficient of Variation,1.5,Inh L3-6 VIP HS3ST3A1,80,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 GAD1 MC4R,107,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L2-6 VIP QPCT,37,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Exc L3-5 RORB TWIST2,93,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 GAD1 GLP1R,27,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-4 VIP OPRM1,52,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 SST KLHDC8A,63,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 VIP GGH,68,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Exc L4-6 FEZF2 IL26,344,11190,0.997067,1000
scikit-learn,Coefficient of Variation,1.5,Inh L4-5 SST STK32A,93,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L2-4 VIP SPAG17,33,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L2-4 SST FRZB,64,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 PAX6 TNFAIP8L3,16,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1 SST CHRNA4,52,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 PAX6 CDH12,90,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 SST BAGE2,108,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L2-5 VIP TYR,62,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Micro L1-3 TYROBP,63,11190,0.9375,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-4 LAMP5 LCP2,356,11190,0.953177,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 VIP CHRM2,175,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L3-5 SST ADGRG6,132,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L3-6 SST HPGD,60,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 THEMIS FGF10,78,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Exc L4-5 RORB DAPK2,173,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L2-4 PVALB WFDC2,387,11190,0.826446,1000
scikit-learn,Coefficient of Variation,1.5,Exc L4-6 RORB C1R,160,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 FEZF2 ABO,373,11190,0.951613,1000
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 THEMIS DCSTAMP,53,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 THEMIS CRABP1,147,11190,0.645161,1000
scikit-learn,Coefficient of Variation,1.5,Exc L2-3 LINC00507 FREM3,2284,11190,0.943669,1000
scikit-learn,Coefficient of Variation,1.5,Astro L1-6 FGFR3 SLC14A1,230,11190,0.885827,1000
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 SLC17A7 IL15,56,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 RORB TTC12,167,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 VIP CCDC184,64,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 FEZF2 EFTUD1P1,314,11190,0.97561,1000
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 THEMIS C1QL3,1537,11190,0.976372,1000
scikit-learn,Coefficient of Variation,1.5,Exc L4-6 RORB SEMA3E,777,11190,0.896739,1000
scikit-learn,Coefficient of Variation,1.5,Exc L3-5 RORB ESR1,1428,11190,0.985273,1000
scikit-learn,Coefficient of Variation,1.5,OPC L1-6 PDGFRA,238,11190,0.995671,1000
scikit-learn,Coefficient of Variation,1.5,Inh L2-4 VIP CBLN1,67,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L4-6 SST GXYLT2,41,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-4 VIP CHRNA6,25,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Exc L3-4 RORB CARM1P1,280,11190,0.719697,1000
scikit-learn,Coefficient of Variation,1.5,Exc L4-5 RORB FOLH1B,870,11190,0.934844,1000
scikit-learn,Coefficient of Variation,1.5,Endo L2-6 NOSTRIN,9,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Exc L6 FEZF2 SCUBE1,52,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L2-5 PVALB SCUBE3,32,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Exc L4-5 FEZF2 SCN4B,25,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 PVALB LGR5,52,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 VIP ADAMTSL1,72,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Exc L3-5 RORB COL22A1,160,11190,0.340909,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 VIP PCDH20,61,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 SST MIR548F2,80,11190,0,1000
scikit-learn,Coefficient of Variation,1.5,Exc L6 FEZF2 OR2T8,19,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 LAMP5 DBP,21,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L2-5 VIP SERPINF1,55,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L4-5 PVALB MEPE,64,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-4 VIP PENK,17,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 SST NPM1P10,79,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L4-6 SST B3GAT2,182,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 SST CALB1,279,6064,0.735294,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1 SST NMBR,283,6064,0.942982,1500
scikit-learn,Coefficient of Variation,1.5,Inh L4-6 PVALB SULF1,167,6064,0.135135,1500
scikit-learn,Coefficient of Variation,1.5,Astro L1-2 FGFR3 GFAP,61,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 VIP TSPAN12,42,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 SST TH,27,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 PAX6 SYT6,29,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Exc L2 LAMP5 LTK,812,6064,0.909798,1500
scikit-learn,Coefficient of Variation,1.5,Exc L2-4 LINC00507 GLP2R,170,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L2-3 VIP CASC6,45,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 VIP LBH,47,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Exc L3-5 RORB FILIP1L,153,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L3-6 SST NPY,15,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L2-6 LAMP5 CA1,256,6064,0.974026,1500
scikit-learn,Coefficient of Variation,1.5,Oligo L1-6 OPALIN,313,6064,0.996732,1500
scikit-learn,Coefficient of Variation,1.5,Inh L3-6 VIP HS3ST3A1,80,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 GAD1 MC4R,107,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L2-6 VIP QPCT,37,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Exc L3-5 RORB TWIST2,93,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 GAD1 GLP1R,27,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-4 VIP OPRM1,52,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 SST KLHDC8A,63,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 VIP GGH,68,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Exc L4-6 FEZF2 IL26,344,6064,0.997067,1500
scikit-learn,Coefficient of Variation,1.5,Inh L4-5 SST STK32A,93,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L2-4 VIP SPAG17,33,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L2-4 SST FRZB,64,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 PAX6 TNFAIP8L3,16,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1 SST CHRNA4,52,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 PAX6 CDH12,90,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 SST BAGE2,108,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L2-5 VIP TYR,62,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Micro L1-3 TYROBP,63,6064,0.882353,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-4 LAMP5 LCP2,356,6064,0.960912,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 VIP CHRM2,175,6064,0.128205,1500
scikit-learn,Coefficient of Variation,1.5,Inh L3-5 SST ADGRG6,132,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L3-6 SST HPGD,60,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 THEMIS FGF10,78,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Exc L4-5 RORB DAPK2,173,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L2-4 PVALB WFDC2,387,6064,0.833333,1500
scikit-learn,Coefficient of Variation,1.5,Exc L4-6 RORB C1R,160,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 FEZF2 ABO,373,6064,0.969697,1500
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 THEMIS DCSTAMP,53,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 THEMIS CRABP1,147,6064,0.714286,1500
scikit-learn,Coefficient of Variation,1.5,Exc L2-3 LINC00507 FREM3,2284,6064,0.940641,1500
scikit-learn,Coefficient of Variation,1.5,Astro L1-6 FGFR3 SLC14A1,230,6064,0.9,1500
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 SLC17A7 IL15,56,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 RORB TTC12,167,6064,0.243902,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 VIP CCDC184,64,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 FEZF2 EFTUD1P1,314,6064,0.971731,1500
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 THEMIS C1QL3,1537,6064,0.978337,1500
scikit-learn,Coefficient of Variation,1.5,Exc L4-6 RORB SEMA3E,777,6064,0.894161,1500
scikit-learn,Coefficient of Variation,1.5,Exc L3-5 RORB ESR1,1428,6064,0.98951,1500
scikit-learn,Coefficient of Variation,1.5,OPC L1-6 PDGFRA,238,6064,0.995671,1500
scikit-learn,Coefficient of Variation,1.5,Inh L2-4 VIP CBLN1,67,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L4-6 SST GXYLT2,41,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-4 VIP CHRNA6,25,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Exc L3-4 RORB CARM1P1,280,6064,0.719697,1500
scikit-learn,Coefficient of Variation,1.5,Exc L4-5 RORB FOLH1B,870,6064,0.943396,1500
scikit-learn,Coefficient of Variation,1.5,Endo L2-6 NOSTRIN,9,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Exc L6 FEZF2 SCUBE1,52,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L2-5 PVALB SCUBE3,32,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Exc L4-5 FEZF2 SCN4B,25,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 PVALB LGR5,52,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 VIP ADAMTSL1,72,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Exc L3-5 RORB COL22A1,160,6064,0.416667,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 VIP PCDH20,61,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 SST MIR548F2,80,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 SLC17A7 IL15,56,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Exc L3-5 RORB FILIP1L,153,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L2-3 VIP CASC6,45,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L2-4 SST FRZB,64,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 VIP GGH,68,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Astro L1-6 FGFR3 SLC14A1,230,6064,0.9,2000
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 SST TH,27,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L2-6 VIP QPCT,37,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 GAD1 GLP1R,27,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 SST MIR548F2,80,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 THEMIS DCSTAMP,53,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Exc L2-4 LINC00507 GLP2R,170,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Exc L2-3 LINC00507 FREM3,2284,6064,0.940641,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 PAX6 SYT6,29,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L4-5 PVALB MEPE,64,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 SST NPM1P10,79,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Exc L2 LAMP5 LTK,812,6064,0.918058,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 VIP TSPAN12,42,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 VIP CHRM2,175,6064,0.128205,2000
scikit-learn,Coefficient of Variation,1.5,Inh L3-6 SST HPGD,60,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L4-6 PVALB SULF1,167,6064,0.135135,2000
scikit-learn,Coefficient of Variation,1.5,Exc L4-5 FEZF2 SCN4B,25,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Oligo L1-6 OPALIN,313,6064,0.996732,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 SST BAGE2,108,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Exc L6 FEZF2 OR2T8,19,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 PAX6 TNFAIP8L3,16,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-4 VIP PENK,17,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 SST CALB1,279,6064,0.719697,2000
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 RORB TTC12,167,6064,0.243902,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 VIP CCDC184,64,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 VIP LBH,47,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Exc L3-5 RORB TWIST2,93,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L4-6 SST B3GAT2,182,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L2-4 VIP SPAG17,33,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L3-6 SST NPY,15,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L2-5 PVALB SCUBE3,32,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 GAD1 MC4R,107,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L4-6 SST GXYLT2,41,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1 SST NMBR,283,6064,0.942982,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1 SST CHRNA4,52,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 LAMP5 DBP,21,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Astro L1-2 FGFR3 GFAP,61,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Exc L4-5 RORB DAPK2,173,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L2-6 LAMP5 CA1,256,6064,0.974026,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-4 LAMP5 LCP2,356,6064,0.96463,2000
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 PVALB LGR5,52,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 SST KLHDC8A,63,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L3-5 SST ADGRG6,132,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L2-4 VIP CBLN1,67,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 FEZF2 EFTUD1P1,314,6064,0.971731,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 PAX6 CDH12,90,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Micro L1-3 TYROBP,63,6064,0.882353,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-4 VIP CHRNA6,25,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L4-5 SST STK32A,93,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Exc L3-5 RORB COL22A1,160,6064,0.416667,2000
scikit-learn,Coefficient of Variation,1.5,Exc L4-6 FEZF2 IL26,344,6064,0.997067,2000
scikit-learn,Coefficient of Variation,1.5,Inh L2-5 VIP TYR,62,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 FEZF2 ABO,373,6064,0.969697,2000
scikit-learn,Coefficient of Variation,1.5,Exc L3-5 RORB ESR1,1428,6064,0.98951,2000
scikit-learn,Coefficient of Variation,1.5,Exc L6 FEZF2 SCUBE1,52,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Exc L3-4 RORB CARM1P1,280,6064,0.719697,2000
scikit-learn,Coefficient of Variation,1.5,OPC L1-6 PDGFRA,238,6064,0.995671,2000
scikit-learn,Coefficient of Variation,1.5,Endo L2-6 NOSTRIN,9,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L3-6 VIP HS3ST3A1,80,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Exc L4-6 RORB C1R,160,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 THEMIS FGF10,78,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L2-5 VIP SERPINF1,55,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 THEMIS CRABP1,147,6064,0.743243,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-4 VIP OPRM1,52,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Exc L4-6 RORB SEMA3E,777,6064,0.888889,2000
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 THEMIS C1QL3,1537,6064,0.978337,2000
scikit-learn,Coefficient of Variation,1.5,Exc L4-5 RORB FOLH1B,870,6064,0.943396,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 VIP ADAMTSL1,72,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L2-4 PVALB WFDC2,387,6064,0.819328,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 VIP PCDH20,61,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Exc L6 FEZF2 OR2T8,19,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 LAMP5 DBP,21,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L2-5 VIP SERPINF1,55,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L4-5 PVALB MEPE,64,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L1-4 VIP PENK,17,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 SST NPM1P10,79,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L4-6 SST B3GAT2,182,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 SST CALB1,279,6064,0.719697,500
scikit-learn,Coefficient of Variation,1.5,Inh L1 SST NMBR,283,6064,0.948276,500
scikit-learn,Coefficient of Variation,1.5,Inh L4-6 PVALB SULF1,167,6064,0.135135,500
scikit-learn,Coefficient of Variation,1.5,Astro L1-2 FGFR3 GFAP,61,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 VIP TSPAN12,42,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 SST TH,27,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 PAX6 SYT6,29,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Exc L2 LAMP5 LTK,812,6064,0.909798,500
scikit-learn,Coefficient of Variation,1.5,Exc L2-4 LINC00507 GLP2R,170,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L2-3 VIP CASC6,45,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 VIP LBH,47,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Exc L3-5 RORB FILIP1L,153,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L3-6 SST NPY,15,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L2-6 LAMP5 CA1,256,6064,0.974026,500
scikit-learn,Coefficient of Variation,1.5,Oligo L1-6 OPALIN,313,6064,0.996732,500
scikit-learn,Coefficient of Variation,1.5,Inh L3-6 VIP HS3ST3A1,80,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 GAD1 MC4R,107,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L2-6 VIP QPCT,37,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Exc L3-5 RORB TWIST2,93,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 GAD1 GLP1R,27,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L1-4 VIP OPRM1,52,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 SST KLHDC8A,63,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 VIP GGH,68,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Exc L4-6 FEZF2 IL26,344,6064,0.997067,500
scikit-learn,Coefficient of Variation,1.5,Inh L4-5 SST STK32A,93,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L2-4 VIP SPAG17,33,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L2-4 SST FRZB,64,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 PAX6 TNFAIP8L3,16,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L1 SST CHRNA4,52,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 PAX6 CDH12,90,6064,0.227273,500
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 SST BAGE2,108,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L2-5 VIP TYR,62,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Micro L1-3 TYROBP,63,6064,0.833333,500
scikit-learn,Coefficient of Variation,1.5,Inh L1-4 LAMP5 LCP2,356,6064,0.96463,500
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 VIP CHRM2,175,6064,0.128205,500
