Package,Pre-Processing Technique,Threshold,Cluster,Cluster Size,Features (Genes),Fbeta,n_estimators
scikit-learn,Coefficient of Variation,0.52,Inh L1-3 VIP ADAMTSL1,72,11190,0.878378,500
scikit-learn,Coefficient of Variation,0.52,Inh L1-3 SST CALB1,279,11190,0.848765,500
scikit-learn,Coefficient of Variation,0.52,Exc L5-6 THEMIS DCSTAMP,53,11190,0.789474,500
scikit-learn,Coefficient of Variation,0.52,Astro L1-2 FGFR3 GFAP,61,11190,0.625,500
scikit-learn,Coefficient of Variation,0.52,Astro L1-6 FGFR3 SLC14A1,230,11190,0.851852,500
scikit-learn,Coefficient of Variation,0.52,Exc L3-5 RORB COL22A1,160,11190,0.945122,500
scikit-learn,Coefficient of Variation,0.52,Inh L3-6 SST NPY,15,11190,0,500
scikit-learn,Coefficient of Variation,0.52,Inh L3-6 SST HPGD,60,11190,0.909091,500
scikit-learn,Coefficient of Variation,0.52,Exc L6 FEZF2 OR2T8,19,11190,0,500
scikit-learn,Coefficient of Variation,0.52,Inh L1-2 PAX6 CDH12,90,11190,0.849057,500
scikit-learn,Coefficient of Variation,0.52,Exc L5-6 RORB TTC12,167,11190,0.941176,500
scikit-learn,Coefficient of Variation,0.52,Exc L5-6 SLC17A7 IL15,56,11190,0.930233,500
scikit-learn,Coefficient of Variation,0.52,Exc L3-4 RORB CARM1P1,280,11190,0.855263,500
scikit-learn,Coefficient of Variation,0.52,Exc L5-6 FEZF2 ABO,373,11190,0.989446,500
scikit-learn,Coefficient of Variation,0.52,Micro L1-3 TYROBP,63,11190,0.869565,500
scikit-learn,Coefficient of Variation,0.52,Inh L1-2 VIP LBH,47,11190,0.862069,500
scikit-learn,Coefficient of Variation,0.52,Inh L1-2 SST BAGE2,108,11190,0.917431,500
scikit-learn,Coefficient of Variation,0.52,Inh L5-6 SST KLHDC8A,63,11190,0.918367,500
scikit-learn,Coefficient of Variation,0.52,Inh L3-6 VIP HS3ST3A1,80,11190,0.769231,500
scikit-learn,Coefficient of Variation,0.52,Inh L1-3 PAX6 SYT6,29,11190,0.909091,500
scikit-learn,Coefficient of Variation,0.52,Inh L5-6 SST MIR548F2,80,11190,0.75,500
scikit-learn,Coefficient of Variation,0.52,Exc L4-6 RORB SEMA3E,777,11190,0.874251,500
scikit-learn,Coefficient of Variation,0.52,Inh L1-4 VIP OPRM1,52,11190,0.6,500
scikit-learn,Coefficient of Variation,0.52,OPC L1-6 PDGFRA,238,11190,0.983607,500
scikit-learn,Coefficient of Variation,0.52,Inh L2-5 VIP TYR,62,11190,0.923077,500
scikit-learn,Coefficient of Variation,0.52,Exc L5-6 THEMIS C1QL3,1537,11190,0.966921,500
scikit-learn,Coefficient of Variation,1.5,Inh L1-4 LAMP5 LCP2,356,6064,0.953678,1000
scikit-learn,Coefficient of Variation,1.5,Exc L2-3 LINC00507 FREM3,2284,6064,0.895074,1000
scikit-learn,Coefficient of Variation,1.5,Exc L2 LAMP5 LTK,812,6064,0.848946,1000
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 PVALB LGR5,52,6064,1,1000
scikit-learn,Coefficient of Variation,1.5,Inh L2-4 SST FRZB,64,6064,0.47619,1000
scikit-learn,Coefficient of Variation,1.5,Inh L2-3 VIP CASC6,45,6064,0.918367,1000
scikit-learn,Coefficient of Variation,1.5,Exc L3-5 RORB TWIST2,93,6064,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L2-4 VIP CBLN1,67,6064,0.918367,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-4 VIP CHRNA6,25,6064,0.952381,1000
scikit-learn,Coefficient of Variation,1.5,Exc L2-4 LINC00507 GLP2R,170,6064,0.326087,1000
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 THEMIS CRABP1,147,6064,0.83815,1000
scikit-learn,Coefficient of Variation,1.5,Exc L4-6 FEZF2 IL26,344,6064,1,1000
scikit-learn,Coefficient of Variation,1.5,Inh L2-5 PVALB SCUBE3,32,6064,1,1000
scikit-learn,Coefficient of Variation,1.5,Inh L4-6 SST B3GAT2,182,6064,0.852535,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 VIP TSPAN12,42,6064,0.972222,1000
scikit-learn,Coefficient of Variation,1.5,Inh L2-4 VIP SPAG17,33,6064,0.454545,1000
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 THEMIS FGF10,78,6064,0.769231,1000
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 SST TH,27,6064,0.952381,1000
scikit-learn,Coefficient of Variation,1.5,Inh L4-5 PVALB MEPE,64,6064,0.689655,1000
scikit-learn,Coefficient of Variation,1.5,Inh L2-6 LAMP5 CA1,256,6064,1,1000
scikit-learn,Coefficient of Variation,1.5,Exc L4-5 RORB DAPK2,173,6064,0.877193,1000
scikit-learn,Coefficient of Variation,1.5,Inh L4-5 SST STK32A,93,6064,0.988372,1000
scikit-learn,Coefficient of Variation,1.5,Inh L2-6 VIP QPCT,37,6064,0.925926,1000
scikit-learn,Coefficient of Variation,1.5,Inh L3-5 SST ADGRG6,132,6064,0.942623,1000
scikit-learn,Coefficient of Variation,1.5,Exc L3-5 RORB FILIP1L,153,6064,0.530303,1000
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 SST NPM1P10,79,6064,0.921053,1000
scikit-learn,Coefficient of Variation,1.5,Exc L3-5 RORB ESR1,1428,6064,0.926288,1000
scikit-learn,Coefficient of Variation,1.5,Inh L4-6 SST GXYLT2,41,6064,0.9375,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 VIP GGH,68,6064,0.789474,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1 SST NMBR,283,6064,0.946844,1000
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 FEZF2 EFTUD1P1,314,6064,0.951662,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 LAMP5 DBP,21,6064,0,1000
scikit-learn,Coefficient of Variation,1.5,Exc L6 FEZF2 SCUBE1,52,6064,0.932203,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-4 VIP PENK,17,6064,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 VIP CHRM2,175,6064,0.679012,1000
scikit-learn,Coefficient of Variation,1.5,Endo L2-6 NOSTRIN,9,6064,0.833333,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 PAX6 TNFAIP8L3,16,6064,0.714286,1000
scikit-learn,Coefficient of Variation,1.5,Inh L2-5 VIP SERPINF1,55,6064,1,1000
scikit-learn,Coefficient of Variation,1.5,Exc L4-6 RORB C1R,160,6064,0.833333,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 VIP CCDC184,64,6064,0.714286,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 VIP PCDH20,61,6064,0.859375,1000
scikit-learn,Coefficient of Variation,1.5,Exc L4-5 FEZF2 SCN4B,25,6064,0.952381,1000
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 GAD1 GLP1R,27,6064,1,1000
scikit-learn,Coefficient of Variation,1.5,Inh L4-6 PVALB SULF1,167,6064,0.833333,1000
scikit-learn,Coefficient of Variation,1.5,Exc L4-5 RORB FOLH1B,870,6064,0.925721,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 GAD1 MC4R,107,6064,0.813953,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1 SST CHRNA4,52,6064,0.740741,1000
scikit-learn,Coefficient of Variation,1.5,Inh L2-4 PVALB WFDC2,387,6064,0.752475,1000
scikit-learn,Coefficient of Variation,1.5,Oligo L1-6 OPALIN,313,6064,0.984127,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 VIP ADAMTSL1,72,6064,0.878378,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 SST CALB1,279,6064,0.892857,1000
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 THEMIS DCSTAMP,53,6064,0.833333,1000
scikit-learn,Coefficient of Variation,1.5,Astro L1-2 FGFR3 GFAP,61,6064,0.5,1000
scikit-learn,Coefficient of Variation,1.5,Astro L1-6 FGFR3 SLC14A1,230,6064,0.839416,1000
scikit-learn,Coefficient of Variation,1.5,Exc L3-5 RORB COL22A1,160,6064,0.914634,1000
scikit-learn,Coefficient of Variation,1.5,Inh L3-6 SST NPY,15,6064,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L3-6 SST HPGD,60,6064,0.9375,1000
scikit-learn,Coefficient of Variation,1.5,Exc L6 FEZF2 OR2T8,19,6064,0,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 PAX6 CDH12,90,6064,0.882353,1000
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 RORB TTC12,167,6064,0.879121,1000
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 SLC17A7 IL15,56,6064,0.957447,1000
scikit-learn,Coefficient of Variation,1.5,Exc L3-4 RORB CARM1P1,280,6064,0.862069,1000
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 FEZF2 ABO,373,6064,0.989446,1000
scikit-learn,Coefficient of Variation,1.5,Micro L1-3 TYROBP,63,6064,0.923077,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 VIP LBH,47,6064,0.945946,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 SST BAGE2,108,6064,0.952381,1000
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 SST KLHDC8A,63,6064,0.964912,1000
scikit-learn,Coefficient of Variation,1.5,Inh L3-6 VIP HS3ST3A1,80,6064,0.833333,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 PAX6 SYT6,29,6064,0.909091,1000
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 SST MIR548F2,80,6064,0.859375,1000
scikit-learn,Coefficient of Variation,1.5,Exc L4-6 RORB SEMA3E,777,6064,0.901126,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-4 VIP OPRM1,52,6064,0.645161,1000
scikit-learn,Coefficient of Variation,1.5,OPC L1-6 PDGFRA,238,6064,0.983607,1000
scikit-learn,Coefficient of Variation,1.5,Inh L2-5 VIP TYR,62,6064,1,1000
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 THEMIS C1QL3,1537,6064,0.966921,1000
scikit-learn,Coefficient of Variation,1.5,Inh L1-4 LAMP5 LCP2,356,6064,0.953678,1500
scikit-learn,Coefficient of Variation,1.5,Exc L2-3 LINC00507 FREM3,2284,6064,0.889948,1500
scikit-learn,Coefficient of Variation,1.5,Exc L2 LAMP5 LTK,812,6064,0.84323,1500
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 PVALB LGR5,52,6064,1,1500
scikit-learn,Coefficient of Variation,1.5,Inh L2-4 SST FRZB,64,6064,0.47619,1500
scikit-learn,Coefficient of Variation,1.5,Inh L2-3 VIP CASC6,45,6064,0.918367,1500
scikit-learn,Coefficient of Variation,1.5,Exc L3-5 RORB TWIST2,93,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L2-4 VIP CBLN1,67,6064,0.918367,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-4 VIP CHRNA6,25,6064,0.952381,1500
scikit-learn,Coefficient of Variation,1.5,Exc L2-4 LINC00507 GLP2R,170,6064,0.326087,1500
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 THEMIS CRABP1,147,6064,0.828402,1500
scikit-learn,Coefficient of Variation,1.5,Exc L4-6 FEZF2 IL26,344,6064,1,1500
scikit-learn,Coefficient of Variation,1.5,Inh L2-5 PVALB SCUBE3,32,6064,1,1500
scikit-learn,Coefficient of Variation,1.5,Inh L4-6 SST B3GAT2,182,6064,0.861244,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 VIP TSPAN12,42,6064,0.972222,1500
scikit-learn,Coefficient of Variation,1.5,Inh L2-4 VIP SPAG17,33,6064,0.789474,1500
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 THEMIS FGF10,78,6064,0.784314,1500
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 SST TH,27,6064,0.952381,1500
scikit-learn,Coefficient of Variation,1.5,Inh L4-5 PVALB MEPE,64,6064,0.689655,1500
scikit-learn,Coefficient of Variation,1.5,Inh L2-6 LAMP5 CA1,256,6064,1,1500
scikit-learn,Coefficient of Variation,1.5,Exc L4-5 RORB DAPK2,173,6064,0.863636,1500
scikit-learn,Coefficient of Variation,1.5,Inh L4-5 SST STK32A,93,6064,0.944444,1500
scikit-learn,Coefficient of Variation,1.5,Inh L2-6 VIP QPCT,37,6064,0.925926,1500
scikit-learn,Coefficient of Variation,1.5,Inh L3-5 SST ADGRG6,132,6064,0.932203,1500
scikit-learn,Coefficient of Variation,1.5,Exc L3-5 RORB FILIP1L,153,6064,0.483871,1500
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 SST NPM1P10,79,6064,0.921053,1500
scikit-learn,Coefficient of Variation,1.5,Exc L3-5 RORB ESR1,1428,6064,0.936058,1500
scikit-learn,Coefficient of Variation,1.5,Inh L4-6 SST GXYLT2,41,6064,0.9375,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 VIP GGH,68,6064,0.833333,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1 SST NMBR,283,6064,0.959596,1500
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 FEZF2 EFTUD1P1,314,6064,0.951662,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 LAMP5 DBP,21,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Exc L6 FEZF2 SCUBE1,52,6064,0.820896,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-4 VIP PENK,17,6064,0.625,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 VIP CHRM2,175,6064,0.668016,1500
scikit-learn,Coefficient of Variation,1.5,Endo L2-6 NOSTRIN,9,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 PAX6 TNFAIP8L3,16,6064,0.909091,1500
scikit-learn,Coefficient of Variation,1.5,Inh L2-5 VIP SERPINF1,55,6064,1,1500
scikit-learn,Coefficient of Variation,1.5,Exc L4-6 RORB C1R,160,6064,0.859375,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 VIP CCDC184,64,6064,0.609756,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 VIP PCDH20,61,6064,0.859375,1500
scikit-learn,Coefficient of Variation,1.5,Exc L4-5 FEZF2 SCN4B,25,6064,0.952381,1500
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 GAD1 GLP1R,27,6064,1,1500
scikit-learn,Coefficient of Variation,1.5,Inh L4-6 PVALB SULF1,167,6064,0.876623,1500
scikit-learn,Coefficient of Variation,1.5,Exc L4-5 RORB FOLH1B,870,6064,0.925721,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 GAD1 MC4R,107,6064,0.813953,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1 SST CHRNA4,52,6064,0.740741,1500
scikit-learn,Coefficient of Variation,1.5,Inh L2-4 PVALB WFDC2,387,6064,0.764588,1500
scikit-learn,Coefficient of Variation,1.5,Oligo L1-6 OPALIN,313,6064,0.984127,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 VIP ADAMTSL1,72,6064,0.878378,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 SST CALB1,279,6064,0.870253,1500
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 THEMIS DCSTAMP,53,6064,0.882353,1500
scikit-learn,Coefficient of Variation,1.5,Astro L1-2 FGFR3 GFAP,61,6064,0.5,1500
scikit-learn,Coefficient of Variation,1.5,Astro L1-6 FGFR3 SLC14A1,230,6064,0.839416,1500
scikit-learn,Coefficient of Variation,1.5,Exc L3-5 RORB COL22A1,160,6064,0.914634,1500
scikit-learn,Coefficient of Variation,1.5,Inh L3-6 SST NPY,15,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L3-6 SST HPGD,60,6064,0.9375,1500
scikit-learn,Coefficient of Variation,1.5,Exc L6 FEZF2 OR2T8,19,6064,0,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 PAX6 CDH12,90,6064,0.918367,1500
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 RORB TTC12,167,6064,0.911765,1500
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 SLC17A7 IL15,56,6064,0.897436,1500
scikit-learn,Coefficient of Variation,1.5,Exc L3-4 RORB CARM1P1,280,6064,0.862069,1500
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 FEZF2 ABO,373,6064,0.989446,1500
scikit-learn,Coefficient of Variation,1.5,Micro L1-3 TYROBP,63,6064,0.869565,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 VIP LBH,47,6064,0.945946,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 SST BAGE2,108,6064,0.952381,1500
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 SST KLHDC8A,63,6064,0.964912,1500
scikit-learn,Coefficient of Variation,1.5,Inh L3-6 VIP HS3ST3A1,80,6064,0.833333,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 PAX6 SYT6,29,6064,0.909091,1500
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 SST MIR548F2,80,6064,0.882353,1500
scikit-learn,Coefficient of Variation,1.5,Exc L4-6 RORB SEMA3E,777,6064,0.887793,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-4 VIP OPRM1,52,6064,0.740741,1500
scikit-learn,Coefficient of Variation,1.5,OPC L1-6 PDGFRA,238,6064,0.983607,1500
scikit-learn,Coefficient of Variation,1.5,Inh L2-5 VIP TYR,62,6064,1,1500
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 THEMIS C1QL3,1537,6064,0.969388,1500
scikit-learn,Coefficient of Variation,1.5,Inh L1-4 LAMP5 LCP2,356,6064,0.953678,2000
scikit-learn,Coefficient of Variation,1.5,Exc L2-3 LINC00507 FREM3,2284,6064,0.889948,2000
scikit-learn,Coefficient of Variation,1.5,Exc L2 LAMP5 LTK,812,6064,0.84323,2000
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 PVALB LGR5,52,6064,1,2000
scikit-learn,Coefficient of Variation,1.5,Inh L2-4 SST FRZB,64,6064,0.47619,2000
scikit-learn,Coefficient of Variation,1.5,Inh L2-3 VIP CASC6,45,6064,0.918367,2000
scikit-learn,Coefficient of Variation,1.5,Exc L3-5 RORB TWIST2,93,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L2-4 VIP CBLN1,67,6064,0.918367,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-4 VIP CHRNA6,25,6064,0.952381,2000
scikit-learn,Coefficient of Variation,1.5,Exc L2-4 LINC00507 GLP2R,170,6064,0.326087,2000
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 THEMIS CRABP1,147,6064,0.828402,2000
scikit-learn,Coefficient of Variation,1.5,Exc L4-6 FEZF2 IL26,344,6064,1,2000
scikit-learn,Coefficient of Variation,1.5,Inh L2-5 PVALB SCUBE3,32,6064,1,2000
scikit-learn,Coefficient of Variation,1.5,Inh L4-6 SST B3GAT2,182,6064,0.84507,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 VIP TSPAN12,42,6064,0.972222,2000
scikit-learn,Coefficient of Variation,1.5,Inh L2-4 VIP SPAG17,33,6064,0.789474,2000
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 THEMIS FGF10,78,6064,0.784314,2000
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 SST TH,27,6064,0.952381,2000
scikit-learn,Coefficient of Variation,1.5,Inh L4-5 PVALB MEPE,64,6064,0.689655,2000
scikit-learn,Coefficient of Variation,1.5,Inh L2-6 LAMP5 CA1,256,6064,1,2000
scikit-learn,Coefficient of Variation,1.5,Exc L4-5 RORB DAPK2,173,6064,0.863636,2000
scikit-learn,Coefficient of Variation,1.5,Inh L4-5 SST STK32A,93,6064,0.944444,2000
scikit-learn,Coefficient of Variation,1.5,Inh L2-6 VIP QPCT,37,6064,0.925926,2000
scikit-learn,Coefficient of Variation,1.5,Inh L3-5 SST ADGRG6,132,6064,0.921053,2000
scikit-learn,Coefficient of Variation,1.5,Exc L3-5 RORB FILIP1L,153,6064,0.483871,2000
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 SST NPM1P10,79,6064,0.921053,2000
scikit-learn,Coefficient of Variation,1.5,Exc L3-5 RORB ESR1,1428,6064,0.938533,2000
scikit-learn,Coefficient of Variation,1.5,Inh L4-6 SST GXYLT2,41,6064,0.9375,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 VIP GGH,68,6064,0.833333,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1 SST NMBR,283,6064,0.959596,2000
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 FEZF2 EFTUD1P1,314,6064,0.951662,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 LAMP5 DBP,21,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Exc L6 FEZF2 SCUBE1,52,6064,0.820896,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-4 VIP PENK,17,6064,0.625,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 VIP CHRM2,175,6064,0.668016,2000
scikit-learn,Coefficient of Variation,1.5,Endo L2-6 NOSTRIN,9,6064,0.833333,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 PAX6 TNFAIP8L3,16,6064,0.909091,2000
scikit-learn,Coefficient of Variation,1.5,Inh L2-5 VIP SERPINF1,55,6064,1,2000
scikit-learn,Coefficient of Variation,1.5,Exc L4-6 RORB C1R,160,6064,0.859375,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 VIP CCDC184,64,6064,0.609756,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 VIP PCDH20,61,6064,0.859375,2000
scikit-learn,Coefficient of Variation,1.5,Exc L4-5 FEZF2 SCN4B,25,6064,0.952381,2000
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 GAD1 GLP1R,27,6064,1,2000
scikit-learn,Coefficient of Variation,1.5,Inh L4-6 PVALB SULF1,167,6064,0.886076,2000
scikit-learn,Coefficient of Variation,1.5,Exc L4-5 RORB FOLH1B,870,6064,0.924276,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 GAD1 MC4R,107,6064,0.789474,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1 SST CHRNA4,52,6064,0.652174,2000
scikit-learn,Coefficient of Variation,1.5,Inh L2-4 PVALB WFDC2,387,6064,0.770791,2000
scikit-learn,Coefficient of Variation,1.5,Oligo L1-6 OPALIN,313,6064,0.984127,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 VIP ADAMTSL1,72,6064,0.878378,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 SST CALB1,279,6064,0.859375,2000
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 THEMIS DCSTAMP,53,6064,0.882353,2000
scikit-learn,Coefficient of Variation,1.5,Astro L1-2 FGFR3 GFAP,61,6064,0.5,2000
scikit-learn,Coefficient of Variation,1.5,Astro L1-6 FGFR3 SLC14A1,230,6064,0.839416,2000
scikit-learn,Coefficient of Variation,1.5,Exc L3-5 RORB COL22A1,160,6064,0.922619,2000
scikit-learn,Coefficient of Variation,1.5,Inh L3-6 SST NPY,15,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L3-6 SST HPGD,60,6064,0.9375,2000
scikit-learn,Coefficient of Variation,1.5,Exc L6 FEZF2 OR2T8,19,6064,0,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 PAX6 CDH12,90,6064,0.918367,2000
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 RORB TTC12,167,6064,0.911765,2000
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 SLC17A7 IL15,56,6064,0.897436,2000
scikit-learn,Coefficient of Variation,1.5,Exc L3-4 RORB CARM1P1,280,6064,0.862069,2000
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 FEZF2 ABO,373,6064,0.989446,2000
scikit-learn,Coefficient of Variation,1.5,Micro L1-3 TYROBP,63,6064,0.923077,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 VIP LBH,47,6064,0.945946,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 SST BAGE2,108,6064,0.952381,2000
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 SST KLHDC8A,63,6064,0.943396,2000
scikit-learn,Coefficient of Variation,1.5,Inh L3-6 VIP HS3ST3A1,80,6064,0.869565,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 PAX6 SYT6,29,6064,0.909091,2000
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 SST MIR548F2,80,6064,0.882353,2000
scikit-learn,Coefficient of Variation,1.5,Exc L4-6 RORB SEMA3E,777,6064,0.887793,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-4 VIP OPRM1,52,6064,0.775862,2000
scikit-learn,Coefficient of Variation,1.5,OPC L1-6 PDGFRA,238,6064,0.983607,2000
scikit-learn,Coefficient of Variation,1.5,Inh L2-5 VIP TYR,62,6064,1,2000
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 THEMIS C1QL3,1537,6064,0.966921,2000
scikit-learn,Coefficient of Variation,1.5,Inh L1-4 LAMP5 LCP2,356,6064,0.953678,500
scikit-learn,Coefficient of Variation,1.5,Exc L2-3 LINC00507 FREM3,2284,6064,0.895074,500
scikit-learn,Coefficient of Variation,1.5,Exc L2 LAMP5 LTK,812,6064,0.848946,500
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 PVALB LGR5,52,6064,1,500
scikit-learn,Coefficient of Variation,1.5,Inh L2-4 SST FRZB,64,6064,0.47619,500
scikit-learn,Coefficient of Variation,1.5,Inh L2-3 VIP CASC6,45,6064,0.918367,500
scikit-learn,Coefficient of Variation,1.5,Exc L3-5 RORB TWIST2,93,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L2-4 VIP CBLN1,67,6064,0.918367,500
scikit-learn,Coefficient of Variation,1.5,Inh L1-4 VIP CHRNA6,25,6064,0.952381,500
scikit-learn,Coefficient of Variation,1.5,Exc L2-4 LINC00507 GLP2R,170,6064,0.326087,500
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 THEMIS CRABP1,147,6064,0.83815,500
scikit-learn,Coefficient of Variation,1.5,Exc L4-6 FEZF2 IL26,344,6064,1,500
scikit-learn,Coefficient of Variation,1.5,Inh L2-5 PVALB SCUBE3,32,6064,1,500
scikit-learn,Coefficient of Variation,1.5,Inh L4-6 SST B3GAT2,182,6064,0.852535,500
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 VIP TSPAN12,42,6064,0.972222,500
scikit-learn,Coefficient of Variation,1.5,Inh L2-4 VIP SPAG17,33,6064,0.454545,500
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 THEMIS FGF10,78,6064,0.769231,500
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 SST TH,27,6064,0.952381,500
scikit-learn,Coefficient of Variation,1.5,Inh L4-5 PVALB MEPE,64,6064,0.689655,500
scikit-learn,Coefficient of Variation,1.5,Inh L2-6 LAMP5 CA1,256,6064,1,500
scikit-learn,Coefficient of Variation,1.5,Exc L4-5 RORB DAPK2,173,6064,0.877193,500
scikit-learn,Coefficient of Variation,1.5,Inh L4-5 SST STK32A,93,6064,0.988372,500
scikit-learn,Coefficient of Variation,1.5,Inh L2-6 VIP QPCT,37,6064,0.925926,500
scikit-learn,Coefficient of Variation,1.5,Inh L3-5 SST ADGRG6,132,6064,0.942623,500
