Package,Cluster,Cluster Size,Pre-Processing Technique,Threshold,Features (Genes),TN,FP,FN,TP,F Beta,Penalty,Solver,C
scikit-learn,Astro L1-6 FGFR3 SLC14A1,230,Coefficient of Variation,2.5,3049,3071,4,0,46,0.934959,l2,lbfgs,1
scikit-learn,Exc L3-5 RORB COL22A1,160,Coefficient of Variation,2.5,3049,3086,3,1,31,0.922619,l2,lbfgs,1
scikit-learn,Inh L3-6 SST NPY,15,Coefficient of Variation,2.5,3049,3118,0,1,2,0.909091,l2,lbfgs,1
scikit-learn,Inh L3-6 SST HPGD,60,Coefficient of Variation,2.5,3049,3109,0,2,10,0.961538,l2,lbfgs,1
scikit-learn,Exc L6 FEZF2 OR2T8,19,Coefficient of Variation,2.5,3049,3117,0,3,1,0.625,l2,lbfgs,1
scikit-learn,Inh L1-2 PAX6 CDH12,90,Coefficient of Variation,2.5,3049,3103,0,0,18,1,l2,lbfgs,1
scikit-learn,Exc L5-6 RORB TTC12,167,Coefficient of Variation,2.5,3049,3083,4,5,29,0.873494,l2,lbfgs,1
scikit-learn,Exc L5-6 SLC17A7 IL15,56,Coefficient of Variation,2.5,3049,3108,2,4,7,0.744681,l2,lbfgs,1
scikit-learn,Exc L3-4 RORB CARM1P1,280,Coefficient of Variation,2.5,3049,3064,1,9,47,0.947581,l2,lbfgs,1
scikit-learn,Exc L5-6 FEZF2 ABO,373,Coefficient of Variation,2.5,3049,3046,0,0,75,1,l2,lbfgs,1
scikit-learn,Micro L1-3 TYROBP,63,Coefficient of Variation,2.5,3049,3108,0,0,13,1,l2,lbfgs,1
scikit-learn,Inh L1-2 VIP LBH,47,Coefficient of Variation,2.5,3049,3112,0,5,4,0.8,l2,lbfgs,1
scikit-learn,Inh L1-2 SST BAGE2,108,Coefficient of Variation,2.5,3049,3100,0,2,19,0.979381,l2,lbfgs,1
scikit-learn,Inh L5-6 SST KLHDC8A,63,Coefficient of Variation,2.5,3049,3108,0,5,8,0.888889,l2,lbfgs,1
scikit-learn,Inh L3-6 VIP HS3ST3A1,80,Coefficient of Variation,2.5,3049,3105,0,4,12,0.9375,l2,lbfgs,1
scikit-learn,Inh L1-3 PAX6 SYT6,29,Coefficient of Variation,2.5,3049,3115,0,2,4,0.909091,l2,lbfgs,1
scikit-learn,Inh L5-6 SST MIR548F2,80,Coefficient of Variation,2.5,3049,3105,0,4,12,0.9375,l2,lbfgs,1
scikit-learn,Exc L4-6 RORB SEMA3E,777,Coefficient of Variation,2.5,3049,2958,8,9,146,0.946822,l2,lbfgs,1
scikit-learn,Inh L1-4 VIP OPRM1,52,Coefficient of Variation,2.5,3049,3111,0,8,2,0.555556,l2,lbfgs,1
scikit-learn,OPC L1-6 PDGFRA,238,Coefficient of Variation,2.5,3049,3072,1,0,48,0.983607,l2,lbfgs,1
scikit-learn,Inh L2-5 VIP TYR,62,Coefficient of Variation,2.5,3049,3108,0,1,12,0.983607,l2,lbfgs,1
scikit-learn,Exc L5-6 THEMIS C1QL3,1537,Coefficient of Variation,2.5,3049,2810,3,8,300,0.986842,l2,lbfgs,1
scikit-learn,Inh L1-4 LAMP5 LCP2,356,Coefficient of Variation,3,2070,3048,2,1,70,0.97493,l2,lbfgs,1
scikit-learn,Exc L2-3 LINC00507 FREM3,2284,Coefficient of Variation,3,2070,2625,39,35,422,0.916993,l2,lbfgs,1
scikit-learn,Exc L2 LAMP5 LTK,812,Coefficient of Variation,3,2070,2942,17,16,146,0.896806,l2,lbfgs,1
scikit-learn,Inh L5-6 PVALB LGR5,52,Coefficient of Variation,3,2070,3110,0,1,10,0.980392,l2,lbfgs,1
scikit-learn,Inh L2-4 SST FRZB,64,Coefficient of Variation,3,2070,3108,0,7,6,0.810811,l2,lbfgs,1
scikit-learn,Inh L2-3 VIP CASC6,45,Coefficient of Variation,3,2070,3112,0,5,4,0.8,l2,lbfgs,1
scikit-learn,Exc L3-5 RORB TWIST2,93,Coefficient of Variation,3,2070,3101,1,16,3,0.428571,l2,lbfgs,1
scikit-learn,Inh L2-4 VIP CBLN1,67,Coefficient of Variation,3,2070,3108,0,5,8,0.888889,l2,lbfgs,1
scikit-learn,Inh L1-4 VIP CHRNA6,25,Coefficient of Variation,3,2070,3116,0,4,1,0.555556,l2,lbfgs,1
scikit-learn,Exc L2-4 LINC00507 GLP2R,170,Coefficient of Variation,3,2070,3084,3,10,24,0.84507,l2,lbfgs,1
scikit-learn,Exc L5-6 THEMIS CRABP1,147,Coefficient of Variation,3,2070,3091,1,3,26,0.948905,l2,lbfgs,1
scikit-learn,Exc L4-6 FEZF2 IL26,344,Coefficient of Variation,3,2070,3052,0,0,69,1,l2,lbfgs,1
scikit-learn,Inh L2-5 PVALB SCUBE3,32,Coefficient of Variation,3,2070,3115,0,0,6,1,l2,lbfgs,1
scikit-learn,Inh L4-6 SST B3GAT2,182,Coefficient of Variation,3,2070,3081,3,7,30,0.887574,l2,lbfgs,1
scikit-learn,Inh L1-2 VIP TSPAN12,42,Coefficient of Variation,3,2070,3113,0,1,7,0.972222,l2,lbfgs,1
scikit-learn,Inh L2-4 VIP SPAG17,33,Coefficient of Variation,3,2070,3113,1,6,1,0.333333,l2,lbfgs,1
scikit-learn,Exc L5-6 THEMIS FGF10,78,Coefficient of Variation,3,2070,3105,1,6,9,0.818182,l2,lbfgs,1
scikit-learn,Inh L5-6 SST TH,27,Coefficient of Variation,3,2070,3116,0,1,4,0.952381,l2,lbfgs,1
scikit-learn,Inh L4-5 PVALB MEPE,64,Coefficient of Variation,3,2070,3108,0,2,11,0.964912,l2,lbfgs,1
scikit-learn,Inh L2-6 LAMP5 CA1,256,Coefficient of Variation,3,2070,3070,0,0,51,1,l2,lbfgs,1
scikit-learn,Exc L4-5 RORB DAPK2,173,Coefficient of Variation,3,2070,3086,1,5,29,0.941558,l2,lbfgs,1
scikit-learn,Inh L4-5 SST STK32A,93,Coefficient of Variation,3,2070,3103,0,3,15,0.961538,l2,lbfgs,1
scikit-learn,Inh L2-6 VIP QPCT,37,Coefficient of Variation,3,2070,3114,0,1,6,0.967742,l2,lbfgs,1
scikit-learn,Inh L3-5 SST ADGRG6,132,Coefficient of Variation,3,2070,3094,1,4,22,0.932203,l2,lbfgs,1
scikit-learn,Exc L3-5 RORB FILIP1L,153,Coefficient of Variation,3,2070,3088,3,16,14,0.714286,l2,lbfgs,1
scikit-learn,Inh L5-6 SST NPM1P10,79,Coefficient of Variation,3,2070,3105,0,3,13,0.955882,l2,lbfgs,1
scikit-learn,Exc L3-5 RORB ESR1,1428,Coefficient of Variation,3,2070,2835,1,2,283,0.995778,l2,lbfgs,1
scikit-learn,Inh L4-6 SST GXYLT2,41,Coefficient of Variation,3,2070,3113,0,0,8,1,l2,lbfgs,1
scikit-learn,Inh L1-3 VIP GGH,68,Coefficient of Variation,3,2070,3106,1,3,11,0.887097,l2,lbfgs,1
scikit-learn,Inh L1 SST NMBR,283,Coefficient of Variation,3,2070,3063,1,1,56,0.982456,l2,lbfgs,1
scikit-learn,Exc L5-6 FEZF2 EFTUD1P1,314,Coefficient of Variation,3,2070,3058,0,3,60,0.990099,l2,lbfgs,1
scikit-learn,Inh L1-2 LAMP5 DBP,21,Coefficient of Variation,3,2070,3117,0,4,0,0,l2,lbfgs,1
scikit-learn,Exc L6 FEZF2 SCUBE1,52,Coefficient of Variation,3,2070,3109,1,1,10,0.909091,l2,lbfgs,1
scikit-learn,Inh L1-4 VIP PENK,17,Coefficient of Variation,3,2070,3117,0,3,1,0.625,l2,lbfgs,1
scikit-learn,Inh L1-3 VIP CHRM2,175,Coefficient of Variation,3,2070,3082,4,6,29,0.868263,l2,lbfgs,1
scikit-learn,Endo L2-6 NOSTRIN,9,Coefficient of Variation,3,2070,3119,0,2,0,0,l2,lbfgs,1
scikit-learn,Inh L1-2 PAX6 TNFAIP8L3,16,Coefficient of Variation,3,2070,3118,0,1,2,0.909091,l2,lbfgs,1
scikit-learn,Inh L2-5 VIP SERPINF1,55,Coefficient of Variation,3,2070,3110,0,4,7,0.897436,l2,lbfgs,1
scikit-learn,Exc L4-6 RORB C1R,160,Coefficient of Variation,3,2070,3085,4,3,29,0.884146,l2,lbfgs,1
scikit-learn,Inh L1-3 VIP CCDC184,64,Coefficient of Variation,3,2070,3108,0,4,9,0.918367,l2,lbfgs,1
scikit-learn,Inh L1-2 VIP PCDH20,61,Coefficient of Variation,3,2070,3107,2,2,10,0.833333,l2,lbfgs,1
scikit-learn,Exc L4-5 FEZF2 SCN4B,25,Coefficient of Variation,3,2070,3116,0,0,5,1,l2,lbfgs,1
scikit-learn,Inh L5-6 GAD1 GLP1R,27,Coefficient of Variation,3,2070,3115,0,1,5,0.961538,l2,lbfgs,1
scikit-learn,Inh L4-6 PVALB SULF1,167,Coefficient of Variation,3,2070,3085,2,11,23,0.858209,l2,lbfgs,1
scikit-learn,Exc L4-5 RORB FOLH1B,870,Coefficient of Variation,3,2070,2939,8,10,164,0.951276,l2,lbfgs,1
scikit-learn,Inh L1-2 GAD1 MC4R,107,Coefficient of Variation,3,2070,3099,1,2,19,0.940594,l2,lbfgs,1
scikit-learn,Inh L1 SST CHRNA4,52,Coefficient of Variation,3,2070,3110,0,3,8,0.930233,l2,lbfgs,1
scikit-learn,Inh L2-4 PVALB WFDC2,387,Coefficient of Variation,3,2070,3043,1,5,72,0.97561,l2,lbfgs,1
scikit-learn,Oligo L1-6 OPALIN,313,Coefficient of Variation,3,2070,3057,1,1,62,0.984127,l2,lbfgs,1
scikit-learn,Inh L1-3 VIP ADAMTSL1,72,Coefficient of Variation,3,2070,3106,1,2,12,0.909091,l2,lbfgs,1
scikit-learn,Inh L1-3 SST CALB1,279,Coefficient of Variation,3,2070,3063,2,4,52,0.955882,l2,lbfgs,1
scikit-learn,Exc L5-6 THEMIS DCSTAMP,53,Coefficient of Variation,3,2070,3111,0,1,9,0.978261,l2,lbfgs,1
scikit-learn,Astro L1-2 FGFR3 GFAP,61,Coefficient of Variation,3,2070,3109,0,4,8,0.909091,l2,lbfgs,1
scikit-learn,Astro L1-6 FGFR3 SLC14A1,230,Coefficient of Variation,3,2070,3071,4,0,46,0.934959,l2,lbfgs,1
scikit-learn,Exc L3-5 RORB COL22A1,160,Coefficient of Variation,3,2070,3087,2,2,30,0.9375,l2,lbfgs,1
scikit-learn,Inh L3-6 SST NPY,15,Coefficient of Variation,3,2070,3118,0,0,3,1,l2,lbfgs,1
scikit-learn,Inh L3-6 SST HPGD,60,Coefficient of Variation,3,2070,3109,0,2,10,0.961538,l2,lbfgs,1
scikit-learn,Exc L6 FEZF2 OR2T8,19,Coefficient of Variation,3,2070,3117,0,3,1,0.625,l2,lbfgs,1
scikit-learn,Inh L1-2 PAX6 CDH12,90,Coefficient of Variation,3,2070,3103,0,0,18,1,l2,lbfgs,1
scikit-learn,Exc L5-6 RORB TTC12,167,Coefficient of Variation,3,2070,3084,3,4,30,0.903614,l2,lbfgs,1
scikit-learn,Exc L5-6 SLC17A7 IL15,56,Coefficient of Variation,3,2070,3108,2,3,8,0.784314,l2,lbfgs,1
scikit-learn,Exc L3-4 RORB CARM1P1,280,Coefficient of Variation,3,2070,3064,1,6,50,0.961538,l2,lbfgs,1
scikit-learn,Exc L5-6 FEZF2 ABO,373,Coefficient of Variation,3,2070,3046,0,0,75,1,l2,lbfgs,1
scikit-learn,Micro L1-3 TYROBP,63,Coefficient of Variation,3,2070,3107,1,0,13,0.942029,l2,lbfgs,1
scikit-learn,Inh L1-2 VIP LBH,47,Coefficient of Variation,3,2070,3112,0,4,5,0.862069,l2,lbfgs,1
scikit-learn,Inh L1-2 SST BAGE2,108,Coefficient of Variation,3,2070,3100,0,1,20,0.990099,l2,lbfgs,1
scikit-learn,Inh L5-6 SST KLHDC8A,63,Coefficient of Variation,3,2070,3108,0,4,9,0.918367,l2,lbfgs,1
scikit-learn,Inh L3-6 VIP HS3ST3A1,80,Coefficient of Variation,3,2070,3105,0,4,12,0.9375,l2,lbfgs,1
scikit-learn,Inh L1-3 PAX6 SYT6,29,Coefficient of Variation,3,2070,3115,0,2,4,0.909091,l2,lbfgs,1
scikit-learn,Inh L5-6 SST MIR548F2,80,Coefficient of Variation,3,2070,3104,1,3,13,0.902778,l2,lbfgs,1
scikit-learn,Exc L4-6 RORB SEMA3E,777,Coefficient of Variation,3,2070,2956,10,10,145,0.935484,l2,lbfgs,1
scikit-learn,Inh L1-4 VIP OPRM1,52,Coefficient of Variation,3,2070,3110,1,8,2,0.454545,l2,lbfgs,1
scikit-learn,OPC L1-6 PDGFRA,238,Coefficient of Variation,3,2070,3072,1,0,48,0.983607,l2,lbfgs,1
scikit-learn,Inh L2-5 VIP TYR,62,Coefficient of Variation,3,2070,3108,0,1,12,0.983607,l2,lbfgs,1
scikit-learn,Exc L5-6 THEMIS C1QL3,1537,Coefficient of Variation,3,2070,2808,5,10,298,0.980263,l2,lbfgs,1
scikit-learn,Inh L1-4 LAMP5 LCP2,356,Coefficient of Variation,3.5,1427,3048,2,1,70,0.97493,l2,lbfgs,1
scikit-learn,Exc L2-3 LINC00507 FREM3,2284,Coefficient of Variation,3.5,1427,2622,42,35,422,0.912235,l2,lbfgs,1
scikit-learn,Exc L2 LAMP5 LTK,812,Coefficient of Variation,3.5,1427,2943,16,24,138,0.886889,l2,lbfgs,1
scikit-learn,Inh L5-6 PVALB LGR5,52,Coefficient of Variation,3.5,1427,3110,0,1,10,0.980392,l2,lbfgs,1
scikit-learn,Inh L2-4 SST FRZB,64,Coefficient of Variation,3.5,1427,3108,0,3,10,0.943396,l2,lbfgs,1
scikit-learn,Inh L2-3 VIP CASC6,45,Coefficient of Variation,3.5,1427,3112,0,3,6,0.909091,l2,lbfgs,1
scikit-learn,Exc L3-5 RORB TWIST2,93,Coefficient of Variation,3.5,1427,3099,3,16,3,0.348837,l2,lbfgs,1
scikit-learn,Inh L2-4 VIP CBLN1,67,Coefficient of Variation,3.5,1427,3108,0,3,10,0.943396,l2,lbfgs,1
scikit-learn,Inh L1-4 VIP CHRNA6,25,Coefficient of Variation,3.5,1427,3116,0,3,2,0.769231,l2,lbfgs,1
scikit-learn,Exc L2-4 LINC00507 GLP2R,170,Coefficient of Variation,3.5,1427,3077,10,12,22,0.679012,l2,lbfgs,1
scikit-learn,Exc L5-6 THEMIS CRABP1,147,Coefficient of Variation,3.5,1427,3091,1,2,27,0.957447,l2,lbfgs,1
scikit-learn,Exc L4-6 FEZF2 IL26,344,Coefficient of Variation,3.5,1427,3052,0,0,69,1,l2,lbfgs,1
scikit-learn,Inh L2-5 PVALB SCUBE3,32,Coefficient of Variation,3.5,1427,3115,0,0,6,1,l2,lbfgs,1
scikit-learn,Inh L4-6 SST B3GAT2,182,Coefficient of Variation,3.5,1427,3082,2,9,28,0.89172,l2,lbfgs,1
scikit-learn,Inh L1-2 VIP TSPAN12,42,Coefficient of Variation,3.5,1427,3113,0,0,8,1,l2,lbfgs,1
scikit-learn,Inh L2-4 VIP SPAG17,33,Coefficient of Variation,3.5,1427,3111,3,2,5,0.641026,l2,lbfgs,1
scikit-learn,Exc L5-6 THEMIS FGF10,78,Coefficient of Variation,3.5,1427,3104,2,8,7,0.686275,l2,lbfgs,1
scikit-learn,Inh L5-6 SST TH,27,Coefficient of Variation,3.5,1427,3116,0,1,4,0.952381,l2,lbfgs,1
scikit-learn,Inh L4-5 PVALB MEPE,64,Coefficient of Variation,3.5,1427,3108,0,3,10,0.943396,l2,lbfgs,1
scikit-learn,Inh L2-6 LAMP5 CA1,256,Coefficient of Variation,3.5,1427,3070,0,0,51,1,l2,lbfgs,1
scikit-learn,Exc L4-5 RORB DAPK2,173,Coefficient of Variation,3.5,1427,3086,1,4,30,0.949367,l2,lbfgs,1
scikit-learn,Inh L4-5 SST STK32A,93,Coefficient of Variation,3.5,1427,3103,0,3,15,0.961538,l2,lbfgs,1
scikit-learn,Inh L2-6 VIP QPCT,37,Coefficient of Variation,3.5,1427,3114,0,2,5,0.925926,l2,lbfgs,1
scikit-learn,Inh L3-5 SST ADGRG6,132,Coefficient of Variation,3.5,1427,3094,1,4,22,0.932203,l2,lbfgs,1
scikit-learn,Exc L3-5 RORB FILIP1L,153,Coefficient of Variation,3.5,1427,3088,3,14,16,0.754717,l2,lbfgs,1
scikit-learn,Inh L5-6 SST NPM1P10,79,Coefficient of Variation,3.5,1427,3105,0,2,14,0.972222,l2,lbfgs,1
scikit-learn,Exc L3-5 RORB ESR1,1428,Coefficient of Variation,3.5,1427,2835,1,2,283,0.995778,l2,lbfgs,1
scikit-learn,Inh L4-6 SST GXYLT2,41,Coefficient of Variation,3.5,1427,3113,0,0,8,1,l2,lbfgs,1
scikit-learn,Inh L1-3 VIP GGH,68,Coefficient of Variation,3.5,1427,3106,1,3,11,0.887097,l2,lbfgs,1
scikit-learn,Inh L1 SST NMBR,283,Coefficient of Variation,3.5,1427,3063,1,1,56,0.982456,l2,lbfgs,1
scikit-learn,Exc L5-6 FEZF2 EFTUD1P1,314,Coefficient of Variation,3.5,1427,3057,1,3,60,0.977199,l2,lbfgs,1
scikit-learn,Inh L1-2 LAMP5 DBP,21,Coefficient of Variation,3.5,1427,3117,0,4,0,0,l2,lbfgs,1
scikit-learn,Exc L6 FEZF2 SCUBE1,52,Coefficient of Variation,3.5,1427,3109,1,1,10,0.909091,l2,lbfgs,1
scikit-learn,Inh L1-4 VIP PENK,17,Coefficient of Variation,3.5,1427,3117,0,3,1,0.625,l2,lbfgs,1
scikit-learn,Inh L1-3 VIP CHRM2,175,Coefficient of Variation,3.5,1427,3082,4,6,29,0.868263,l2,lbfgs,1
scikit-learn,Endo L2-6 NOSTRIN,9,Coefficient of Variation,3.5,1427,3119,0,0,2,1,l2,lbfgs,1
scikit-learn,Inh L1-2 PAX6 TNFAIP8L3,16,Coefficient of Variation,3.5,1427,3118,0,1,2,0.909091,l2,lbfgs,1
scikit-learn,Inh L2-5 VIP SERPINF1,55,Coefficient of Variation,3.5,1427,3110,0,4,7,0.897436,l2,lbfgs,1
scikit-learn,Exc L4-6 RORB C1R,160,Coefficient of Variation,3.5,1427,3083,6,4,28,0.833333,l2,lbfgs,1
scikit-learn,Inh L1-3 VIP CCDC184,64,Coefficient of Variation,3.5,1427,3108,0,4,9,0.918367,l2,lbfgs,1
scikit-learn,Inh L1-2 VIP PCDH20,61,Coefficient of Variation,3.5,1427,3107,2,0,12,0.882353,l2,lbfgs,1
scikit-learn,Exc L4-5 FEZF2 SCN4B,25,Coefficient of Variation,3.5,1427,3116,0,0,5,1,l2,lbfgs,1
scikit-learn,Inh L5-6 GAD1 GLP1R,27,Coefficient of Variation,3.5,1427,3115,0,0,6,1,l2,lbfgs,1
scikit-learn,Inh L4-6 PVALB SULF1,167,Coefficient of Variation,3.5,1427,3083,4,10,24,0.821918,l2,lbfgs,1
scikit-learn,Exc L4-5 RORB FOLH1B,870,Coefficient of Variation,3.5,1427,2933,14,10,164,0.925508,l2,lbfgs,1
scikit-learn,Inh L1-2 GAD1 MC4R,107,Coefficient of Variation,3.5,1427,3098,2,1,20,0.917431,l2,lbfgs,1
scikit-learn,Inh L1 SST CHRNA4,52,Coefficient of Variation,3.5,1427,3110,0,3,8,0.930233,l2,lbfgs,1
scikit-learn,Inh L2-4 PVALB WFDC2,387,Coefficient of Variation,3.5,1427,3039,5,5,72,0.935065,l2,lbfgs,1
scikit-learn,Oligo L1-6 OPALIN,313,Coefficient of Variation,3.5,1427,3057,1,1,62,0.984127,l2,lbfgs,1
scikit-learn,Inh L1-3 VIP ADAMTSL1,72,Coefficient of Variation,3.5,1427,3106,1,2,12,0.909091,l2,lbfgs,1
scikit-learn,Inh L1-3 SST CALB1,279,Coefficient of Variation,3.5,1427,3065,0,2,54,0.992647,l2,lbfgs,1
scikit-learn,Exc L5-6 THEMIS DCSTAMP,53,Coefficient of Variation,3.5,1427,3111,0,1,9,0.978261,l2,lbfgs,1
scikit-learn,Astro L1-2 FGFR3 GFAP,61,Coefficient of Variation,3.5,1427,3109,0,3,9,0.9375,l2,lbfgs,1
scikit-learn,Astro L1-6 FGFR3 SLC14A1,230,Coefficient of Variation,3.5,1427,3070,5,1,45,0.914634,l2,lbfgs,1
scikit-learn,Exc L3-5 RORB COL22A1,160,Coefficient of Variation,3.5,1427,3087,2,2,30,0.9375,l2,lbfgs,1
scikit-learn,Inh L3-6 SST NPY,15,Coefficient of Variation,3.5,1427,3118,0,0,3,1,l2,lbfgs,1
scikit-learn,Inh L3-6 SST HPGD,60,Coefficient of Variation,3.5,1427,3109,0,2,10,0.961538,l2,lbfgs,1
scikit-learn,Exc L6 FEZF2 OR2T8,19,Coefficient of Variation,3.5,1427,3117,0,3,1,0.625,l2,lbfgs,1
scikit-learn,Inh L1-2 PAX6 CDH12,90,Coefficient of Variation,3.5,1427,3103,0,0,18,1,l2,lbfgs,1
scikit-learn,Exc L5-6 RORB TTC12,167,Coefficient of Variation,3.5,1427,3084,3,5,29,0.895062,l2,lbfgs,1
scikit-learn,Exc L5-6 SLC17A7 IL15,56,Coefficient of Variation,3.5,1427,3108,2,4,7,0.744681,l2,lbfgs,1
scikit-learn,Exc L3-4 RORB CARM1P1,280,Coefficient of Variation,3.5,1427,3063,2,8,48,0.9375,l2,lbfgs,1
scikit-learn,Exc L5-6 FEZF2 ABO,373,Coefficient of Variation,3.5,1427,3046,0,0,75,1,l2,lbfgs,1
scikit-learn,Micro L1-3 TYROBP,63,Coefficient of Variation,3.5,1427,3107,1,0,13,0.942029,l2,lbfgs,1
scikit-learn,Inh L1-2 VIP LBH,47,Coefficient of Variation,3.5,1427,3112,0,3,6,0.909091,l2,lbfgs,1
scikit-learn,Inh L1-2 SST BAGE2,108,Coefficient of Variation,3.5,1427,3100,0,2,19,0.979381,l2,lbfgs,1
scikit-learn,Inh L5-6 SST KLHDC8A,63,Coefficient of Variation,3.5,1427,3108,0,2,11,0.964912,l2,lbfgs,1
scikit-learn,Inh L3-6 VIP HS3ST3A1,80,Coefficient of Variation,3.5,1427,3103,2,4,12,0.833333,l2,lbfgs,1
scikit-learn,Inh L1-3 PAX6 SYT6,29,Coefficient of Variation,3.5,1427,3115,0,2,4,0.909091,l2,lbfgs,1
scikit-learn,Inh L5-6 SST MIR548F2,80,Coefficient of Variation,3.5,1427,3104,1,4,12,0.882353,l2,lbfgs,1
scikit-learn,Exc L4-6 RORB SEMA3E,777,Coefficient of Variation,3.5,1427,2956,10,8,147,0.938697,l2,lbfgs,1
scikit-learn,Inh L1-4 VIP OPRM1,52,Coefficient of Variation,3.5,1427,3110,1,9,1,0.277778,l2,lbfgs,1
scikit-learn,OPC L1-6 PDGFRA,238,Coefficient of Variation,3.5,1427,3072,1,0,48,0.983607,l2,lbfgs,1
scikit-learn,Inh L2-5 VIP TYR,62,Coefficient of Variation,3.5,1427,3108,0,1,12,0.983607,l2,lbfgs,1
scikit-learn,Exc L5-6 THEMIS C1QL3,1537,Coefficient of Variation,3.5,1427,2808,5,9,299,0.980971,l2,lbfgs,1
scikit-learn,Inh L1-4 LAMP5 LCP2,356,Coefficient of Variation,4,997,3049,1,1,70,0.985915,l2,lbfgs,1
scikit-learn,Exc L2-3 LINC00507 FREM3,2284,Coefficient of Variation,4,997,2615,49,38,419,0.899528,l2,lbfgs,1
scikit-learn,Exc L2 LAMP5 LTK,812,Coefficient of Variation,4,997,2945,14,23,139,0.897933,l2,lbfgs,1
scikit-learn,Inh L5-6 PVALB LGR5,52,Coefficient of Variation,4,997,3110,0,1,10,0.980392,l2,lbfgs,1
scikit-learn,Inh L2-4 SST FRZB,64,Coefficient of Variation,4,997,3108,0,4,9,0.918367,l2,lbfgs,1
scikit-learn,Inh L2-3 VIP CASC6,45,Coefficient of Variation,4,997,3112,0,2,7,0.945946,l2,lbfgs,1
scikit-learn,Exc L3-5 RORB TWIST2,93,Coefficient of Variation,4,997,3100,2,15,4,0.465116,l2,lbfgs,1
scikit-learn,Inh L2-4 VIP CBLN1,67,Coefficient of Variation,4,997,3108,0,2,11,0.964912,l2,lbfgs,1
scikit-learn,Inh L1-4 VIP CHRNA6,25,Coefficient of Variation,4,997,3116,0,2,3,0.882353,l2,lbfgs,1
scikit-learn,Exc L2-4 LINC00507 GLP2R,170,Coefficient of Variation,4,997,3075,12,15,19,0.601266,l2,lbfgs,1
scikit-learn,Exc L5-6 THEMIS CRABP1,147,Coefficient of Variation,4,997,3091,1,3,26,0.948905,l2,lbfgs,1
scikit-learn,Exc L4-6 FEZF2 IL26,344,Coefficient of Variation,4,997,3052,0,0,69,1,l2,lbfgs,1
scikit-learn,Inh L2-5 PVALB SCUBE3,32,Coefficient of Variation,4,997,3115,0,0,6,1,l2,lbfgs,1
scikit-learn,Inh L4-6 SST B3GAT2,182,Coefficient of Variation,4,997,3081,3,7,30,0.887574,l2,lbfgs,1
scikit-learn,Inh L1-2 VIP TSPAN12,42,Coefficient of Variation,4,997,3113,0,1,7,0.972222,l2,lbfgs,1
scikit-learn,Inh L2-4 VIP SPAG17,33,Coefficient of Variation,4,997,3113,1,5,2,0.526316,l2,lbfgs,1
scikit-learn,Exc L5-6 THEMIS FGF10,78,Coefficient of Variation,4,997,3105,1,8,7,0.744681,l2,lbfgs,1
scikit-learn,Inh L5-6 SST TH,27,Coefficient of Variation,4,997,3116,0,1,4,0.952381,l2,lbfgs,1
scikit-learn,Inh L4-5 PVALB MEPE,64,Coefficient of Variation,4,997,3108,0,3,10,0.943396,l2,lbfgs,1
scikit-learn,Inh L2-6 LAMP5 CA1,256,Coefficient of Variation,4,997,3070,0,0,51,1,l2,lbfgs,1
scikit-learn,Exc L4-5 RORB DAPK2,173,Coefficient of Variation,4,997,3085,2,4,30,0.925926,l2,lbfgs,1
scikit-learn,Inh L4-5 SST STK32A,93,Coefficient of Variation,4,997,3103,0,3,15,0.961538,l2,lbfgs,1
scikit-learn,Inh L2-6 VIP QPCT,37,Coefficient of Variation,4,997,3114,0,1,6,0.967742,l2,lbfgs,1
scikit-learn,Inh L3-5 SST ADGRG6,132,Coefficient of Variation,4,997,3094,1,2,24,0.952381,l2,lbfgs,1
scikit-learn,Exc L3-5 RORB FILIP1L,153,Coefficient of Variation,4,997,3088,3,13,17,0.772727,l2,lbfgs,1
scikit-learn,Inh L5-6 SST NPM1P10,79,Coefficient of Variation,4,997,3105,0,1,15,0.986842,l2,lbfgs,1
scikit-learn,Exc L3-5 RORB ESR1,1428,Coefficient of Variation,4,997,2834,2,4,281,0.991531,l2,lbfgs,1
scikit-learn,Inh L4-6 SST GXYLT2,41,Coefficient of Variation,4,997,3113,0,0,8,1,l2,lbfgs,1
scikit-learn,Inh L1-3 VIP GGH,68,Coefficient of Variation,4,997,3105,2,4,10,0.806452,l2,lbfgs,1
scikit-learn,Inh L1 SST NMBR,283,Coefficient of Variation,4,997,3063,1,1,56,0.982456,l2,lbfgs,1
scikit-learn,Exc L5-6 FEZF2 EFTUD1P1,314,Coefficient of Variation,4,997,3057,1,4,59,0.973597,l2,lbfgs,1
scikit-learn,Inh L1-2 LAMP5 DBP,21,Coefficient of Variation,4,997,3117,0,4,0,0,l2,lbfgs,1
scikit-learn,Exc L6 FEZF2 SCUBE1,52,Coefficient of Variation,4,997,3109,1,0,11,0.932203,l2,lbfgs,1
scikit-learn,Inh L1-4 VIP PENK,17,Coefficient of Variation,4,997,3117,0,3,1,0.625,l2,lbfgs,1
scikit-learn,Inh L1-3 VIP CHRM2,175,Coefficient of Variation,4,997,3080,6,6,29,0.828571,l2,lbfgs,1
scikit-learn,Endo L2-6 NOSTRIN,9,Coefficient of Variation,4,997,3119,0,0,2,1,l2,lbfgs,1
scikit-learn,Inh L1-2 PAX6 TNFAIP8L3,16,Coefficient of Variation,4,997,3118,0,1,2,0.909091,l2,lbfgs,1
